,away,home,month,day,predicted.runs,bookie,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity,outcome,game.result,bet.result
0,LAD,MIL,4,20,8.634064693579216,9.0,2.0,9.5,UNDER,7.5,5.0,UNDER,100
1,SF,PIT,4,20,10.1242404887722,7.0,9.0,2.5,OVER,6.5,4.0,UNDER,-100
2,CIN,SD,4,20,10.094268960521363,7.0,8.0,2.5,OVER,5.5,6.0,UNDER,-100
3,MIN,BAL,4,20,9.900018221731493,10.0,7.0,12.0,UNDER,5.0,23.0,OVER,-100
4,TOR,OAK,4,20,9.31317267868566,8.0,3.0,6.5,UNDER,3.5,11.0,OVER,-100
5,HOU,TEX,4,20,10.4513079311867,9.5,13.0,11.0,OVER,2.0,13.0,OVER,100
6,ATL,CLE,4,20,10.198863251527124,8.5,10.0,8.0,OVER,2.0,12.0,OVER,100
7,SEA,LAA,4,20,10.295207800938831,9.0,11.0,9.5,OVER,1.5,11.0,OVER,100
8,ARI,CHC,4,20,9.639969473396137,7.0,4.0,2.5,OVER,1.5,6.0,UNDER,-100
9,BOS,TB,4,20,9.73973195637258,8.0,5.0,6.5,UNDER,1.5,11.0,OVER,-100
10,WSH,MIA,4,20,8.508562341328306,7.0,1.0,2.5,UNDER,1.5,12.0,OVER,-100
11,ATL,CLE,4,20,9.853457664127873,7.5,6.0,5.0,OVER,1.0,15.0,OVER,100
12,PHI,COL,4,20,10.419109571694571,10.5,12.0,13.0,UNDER,1.0,13.0,OVER,-100
