,away,home,month,day,predicted.runs,bookie,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity,outcome,game.result,bet.result
0,NYM,LAD,5,29,10.506275225968123,7.5,11.0,3.5,OVER,7.5,17.0,OVER,100
1,TEX,SEA,5,29,9.627973420962288,9.5,3.0,9.5,UNDER,6.5,15.0,OVER,-100
2,WSH,ATL,5,29,9.985535004541813,10.5,7.0,12.0,UNDER,5.0,18.0,OVER,-100
3,CHC,HOU,5,29,8.78954759748442,9.0,2.0,6.5,UNDER,4.5,9.0,PUSH,0
4,TOR,TB,5,29,9.706120559979915,7.0,5.0,1.5,OVER,3.5,7.0,PUSH,0
5,DET,BAL,5,29,10.633566101414095,9.5,13.0,9.5,OVER,3.5,6.0,UNDER,-100
6,ARI,COL,5,29,10.37298327603992,11.0,10.0,13.0,UNDER,3.0,9.0,UNDER,100
7,CLE,BOS,5,29,10.306731075748337,9.0,9.0,6.5,OVER,2.5,23.0,OVER,100
8,SD,NYY,5,29,9.770673608625831,7.5,6.0,3.5,OVER,2.5,7.0,UNDER,-100
9,LAA,OAK,5,29,9.666587715735156,9.0,4.0,6.5,UNDER,2.5,19.0,OVER,-100
10,KC,CWS,5,29,10.050532492220226,9.0,8.0,6.5,OVER,1.5,15.0,OVER,100
11,PIT,CIN,5,29,10.540830591443626,10.0,12.0,11.0,OVER,1.0,9.0,UNDER,-100
12,SF,MIA,5,29,8.509711005611901,7.0,1.0,1.5,UNDER,0.5,6.0,UNDER,100
