,away,home,month,day,predicted.runs,bookie,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity,outcome,game.result,bet.result
0,LAA,SEA,5,30,9.631182195661793,9.0,3.0,6.5,UNDER,3.5,12.0,OVER,-100
1,BOS,NYY,5,30,10.388597980420249,8.5,7.0,4.0,OVER,3.0,8.5,PUSH,0
2,NYM,LAD,5,30,9.91724851366662,8.5,6.0,4.0,OVER,2.0,2.0,UNDER,-100
3,KC,TEX,5,30,10.811031589663074,10.0,10.0,8.0,OVER,2.0,6.0,UNDER,-100
4,MIL,PIT,5,30,9.748047082580529,9.0,5.0,6.5,UNDER,1.5,16.0,OVER,-100
5,STL,PHI,5,30,10.564571502876175,10.5,8.0,9.0,UNDER,1.0,8.0,UNDER,100
6,ARI,COL,5,30,10.656238706013756,12.0,9.0,10.0,UNDER,1.0,21.0,OVER,-100
7,CLE,CWS,5,30,9.740100498924367,8.5,4.0,4.0,OVER,0.0,14.0,OVER,100
8,MIN,TB,5,30,8.843321511729963,8.0,2.0,2.0,OVER,0.0,17.0,OVER,100
9,SF,MIA,5,30,8.329522755799465,7.5,1.0,1.0,OVER,0.0,4.0,UNDER,-100
