,away,home,month,day,predicted.runs,bookie,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity,outcome,game.result,bet.result
0,STL,CHC,6,7,10.207886119049213,7.5,11.0,2.5,OVER,8.5,4.0,UNDER,-100
1,WSH,SD,6,7,9.417857406225314,9.0,5.0,8.0,UNDER,3.0,9.0,PUSH,0
2,CWS,KC,6,7,9.794689259603397,10.0,8.0,11.0,UNDER,3.0,10.0,PUSH,0
3,NYY,CLE,6,7,9.659297456076196,9.0,6.0,8.0,UNDER,2.0,7.0,UNDER,100
4,CIN,PHI,6,7,10.053311449153009,9.0,10.0,8.0,OVER,2.0,6.0,UNDER,-100
5,TB,BOS,6,7,9.804478828271638,10.0,9.0,11.0,UNDER,2.0,6.0,UNDER,100
6,ATL,MIA,6,7,8.291080655540961,7.5,1.0,2.5,UNDER,1.5,8.0,OVER,-100
7,ARI,TOR,6,7,9.676494209468208,8.5,7.0,6.0,OVER,1.0,10.0,OVER,100
8,OAK,TEX,6,7,10.538762719770418,10.0,12.0,11.0,OVER,1.0,8.0,UNDER,-100
9,BAL,HOU,6,7,9.138169523567132,8.0,4.0,5.0,UNDER,1.0,7.0,UNDER,100
10,LAD,SF,6,7,8.688407145316164,7.5,2.0,2.5,UNDER,0.5,3.0,UNDER,100
11,COL,NYM,6,7,9.020977598326905,7.5,3.0,2.5,OVER,0.5,6.0,UNDER,-100
