,game.away.abbr,game.away.current_pitcher.era,game.away.current_pitcher.first_name,game.away.current_pitcher.id,game.away.current_pitcher.jersey_number,game.away.current_pitcher.last_name,game.away.current_pitcher.loss,game.away.current_pitcher.preferred_name,game.away.current_pitcher.win,game.away.errors,game.away.events,game.away.hits,game.away.id,game.away.loss,game.away.market,game.away.name,game.away.probable_pitcher.era,game.away.probable_pitcher.first_name,game.away.probable_pitcher.id,game.away.probable_pitcher.jersey_number,game.away.probable_pitcher.last_name,game.away.probable_pitcher.loss,game.away.probable_pitcher.preferred_name,game.away.probable_pitcher.win,game.away.runs,game.away.scoring,game.away.starting_pitcher.era,game.away.starting_pitcher.first_name,game.away.starting_pitcher.id,game.away.starting_pitcher.jersey_number,game.away.starting_pitcher.last_name,game.away.starting_pitcher.loss,game.away.starting_pitcher.preferred_name,game.away.starting_pitcher.win,game.away.win,game.away_team,game.broadcast.network,game.coverage,game.day_night,game.double_header,game.game_number,game.home.abbr,game.home.current_pitcher.era,game.home.current_pitcher.first_name,game.home.current_pitcher.id,game.home.current_pitcher.jersey_number,game.home.current_pitcher.last_name,game.home.current_pitcher.loss,game.home.current_pitcher.preferred_name,game.home.current_pitcher.win,game.home.errors,game.home.events,game.home.hits,game.home.id,game.home.loss,game.home.market,game.home.name,game.home.probable_pitcher.era,game.home.probable_pitcher.first_name,game.home.probable_pitcher.id,game.home.probable_pitcher.jersey_number,game.home.probable_pitcher.last_name,game.home.probable_pitcher.loss,game.home.probable_pitcher.preferred_name,game.home.probable_pitcher.win,game.home.runs,game.home.scoring,game.home.starting_pitcher.era,game.home.starting_pitcher.first_name,game.home.starting_pitcher.id,game.home.starting_pitcher.jersey_number,game.home.starting_pitcher.last_name,game.home.starting_pitcher.loss,game.home.starting_pitcher.preferred_name,game.home.starting_pitcher.win,game.home.win,game.home_team,game.id,game.outcome.count.balls,game.outcome.count.half_over,game.outcome.count.inning,game.outcome.count.inning_half,game.outcome.count.outs,game.outcome.count.strikes,game.outcome.current_inning,game.outcome.current_inning_half,game.outcome.hitter.ab_over,game.outcome.hitter.first_name,game.outcome.hitter.id,game.outcome.hitter.jersey_number,game.outcome.hitter.last_name,game.outcome.hitter.outcome_id,game.outcome.hitter.preferred_name,game.outcome.pitcher.first_name,game.outcome.pitcher.id,game.outcome.pitcher.jersey_number,game.outcome.pitcher.last_name,game.outcome.pitcher.pitch_speed,game.outcome.pitcher.pitch_type,game.outcome.pitcher.pitch_x,game.outcome.pitcher.pitch_y,game.outcome.pitcher.pitch_zone,game.outcome.pitcher.preferred_name,game.outcome.runners,game.outcome.type,game.rescheduled,game.scheduled,game.status,game.venue.address,game.venue.capacity,game.venue.city,game.venue.country,game.venue.field_orientation,game.venue.id,game.venue.location.lat,game.venue.location.lng,game.venue.market,game.venue.name,game.venue.stadium_type,game.venue.state,game.venue.surface,game.venue.zip,game.weather.current_conditions.cloud_cover,game.weather.current_conditions.condition,game.weather.current_conditions.dew_point_f,game.weather.current_conditions.humidity,game.weather.current_conditions.obs_time,game.weather.current_conditions.temp_f,game.weather.current_conditions.wind.direction,game.weather.current_conditions.wind.speed_mph,game.weather.forecast.cloud_cover,game.weather.forecast.condition,game.weather.forecast.dew_point_f,game.weather.forecast.humidity,game.weather.forecast.obs_time,game.weather.forecast.temp_f,game.weather.forecast.wind.direction,game.weather.forecast.wind.speed_mph
0,ATL,5.353,Julio,57943e75-0e1c-4b96-8ded-479db4a6351c,49,Teheran,4.0,Julio,2.0,0,,2,12079497-e414-450a-8bf2-29f91de646bf,16,Atlanta,Braves,5.353,Julio,57943e75-0e1c-4b96-8ded-479db4a6351c,49,Teheran,4.0,Julio,2.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",5.353,Julio,57943e75-0e1c-4b96-8ded-479db4a6351c,49,Teheran,4.0,Julio,2.0,17,12079497-e414-450a-8bf2-29f91de646bf,FS-FL,full,D,False,1,MIA,4.781,Pablo,2d8de314-4980-4f1a-97b5-279261ceb111,49,Lopez,4.0,Pablo,2.0,0,,1,03556285-bdbb-4576-a06d-42f71f46ddc5,23,Miami,Marlins,4.781,Pablo,2d8de314-4980-4f1a-97b5-279261ceb111,49,Lopez,4.0,Pablo,2.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",4.781,Pablo,2d8de314-4980-4f1a-97b5-279261ceb111,49,Lopez,4.0,Pablo,2.0,9,03556285-bdbb-4576-a06d-42f71f46ddc5,8c2aa7d7-75c7-41de-8646-8c6dbe8c5825,3.0,False,5.0,T,0.0,0.0,5.0,T,False,Johan,95f92bcf-9ad3-4948-acdd-24c4b938d706,17,Camargo,bB,Johan,Pablo,2d8de314-4980-4f1a-97b5-279261ceb111,49,Lopez,,,,,,Pablo,,pitch,,2019-05-05T17:10:00+00:00,inprogress,501 Marlins Way,36742,Miami,USA,SE,d5a66fb3-ff26-4f36-910c-3df5cedb36b3,25.7780567,-80.2194087,Miami,Marlins Park,retractable,FL,grass,33125,75.0,Partly cloudy,71.0,54.0,2019-05-05T18:27:35.000Z,90.0,SE,16.0,75.0,Partly cloudy,72.0,56.0,2019-05-05T17:33:42.000Z,89.0,SSE,13.0
1,HOU,,,,,,,,,0,,0,eb21dadd-8f10-4095-8bf3-dfb3b779f107,14,Houston,Astros,2.455,Justin,2fe6cb9b-c41e-4ee2-9b22-f8b27bf6c5be,35,Verlander,1.0,Justin,4.0,0,,,,,,,,,,19,eb21dadd-8f10-4095-8bf3-dfb3b779f107,ESPN,full,D,False,1,LAA,,,,,,,,,0,,0,4f735188-37c8-473d-ae32-1f7e34ccf892,18,Los Angeles,Angels,6.537,Matthew,a05b7bca-ea4b-4e56-99de-293371efc979,33,Harvey,2.0,Matt,1.0,0,,,,,,,,,,15,4f735188-37c8-473d-ae32-1f7e34ccf892,9314815e-7236-4f16-b650-9bbc89d5a070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-05T20:10:00+00:00,scheduled,Av. Manuel L. Barragán SN,26999,Monterrey,MEX,SE,c87666a5-3c78-4112-9273-6dbfad39d68e,25.7181,-100.3154,,Estadio de Beisbol Monterrey,outdoor,MX-NLE,grass,,,,,,,,,,,,,,,,,
2,SEA,6.623,Erik,ffa959cf-a28b-4218-a8a7-0987232e535d,50,Swanson,3.0,Erik,0.0,0,"[{'hitter_id': '58c17caa-c048-4336-b296-fa4eaf039eac', 'pitcher_id': '38586e69-6520-4a45-bac7-42ff2f2add31', 'inning': 1, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': '849b9c59-25ba-44c2-a071-af22aea9562b', 'runners': [{'starting_base': 0, 'first_name': 'Jay', 'last_name': 'Bruce', 'preferred_name': 'Jay', 'jersey_number': '32', 'id': '58c17caa-c048-4336-b296-fa4eaf039eac'}, {'starting_base': 1, 'first_name': 'Edwin', 'last_name': 'Encarnación', 'preferred_name': 'Edwin', 'jersey_number': '10', 'id': '8ec56596-5b8b-41f8-88a7-384f20b8b6a7'}, {'starting_base': 2, 'first_name': 'Daniel', 'last_name': 'Vogelbach', 'preferred_name': 'Daniel', 'jersey_number': '20', 'id': 'fa76cc26-d558-4651-8d23-5652519a7dc0'}, {'starting_base': 3, 'first_name': 'Mitchell', 'last_name': 'Haniger', 'preferred_name': 'Mitch', 'jersey_number': '17', 'id': 'ce3ef51a-54c0-4e29-80bc-7a3048036c9a'}]}, {'hitter_id': 'ce3ef51a-54c0-4e29-80bc-7a3048036c9a', 'pitcher_id': '88876589-c90f-4cf6-bda7-3db5f8535ee8', 'inning': 2, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': '23da228b-2da0-4073-b291-2d26f6428888', 'runners': [{'starting_base': 0, 'first_name': 'Mitchell', 'last_name': 'Haniger', 'preferred_name': 'Mitch', 'jersey_number': '17', 'id': 'ce3ef51a-54c0-4e29-80bc-7a3048036c9a'}]}, {'hitter_id': 'fa76cc26-d558-4651-8d23-5652519a7dc0', 'pitcher_id': '5ba48993-671e-43ab-a150-6a4f331daf60', 'inning': 4, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': 'c2ddc5f0-1c73-4256-a929-5150419135c1', 'runners': [{'starting_base': 2, 'first_name': 'Braden', 'last_name': 'Bishop', 'preferred_name': 'Braden', 'jersey_number': '5', 'id': 'c7ac64c2-a5ef-4074-987f-45047b96dbfb'}]}, {'hitter_id': '8ec56596-5b8b-41f8-88a7-384f20b8b6a7', 'pitcher_id': 'b58ed599-aa4d-407a-a40c-0bb703dd4610', 'inning': 4, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': '2f91732d-6592-4010-b5b7-35de6359a497', 'runners': [{'starting_base': 0, 'first_name': 'Edwin', 'last_name': 'Encarnación', 'preferred_name': 'Edwin', 'jersey_number': '10', 'id': '8ec56596-5b8b-41f8-88a7-384f20b8b6a7'}, {'starting_base': 1, 'first_name': 'Daniel', 'last_name': 'Vogelbach', 'preferred_name': 'Daniel', 'jersey_number': '20', 'id': 'fa76cc26-d558-4651-8d23-5652519a7dc0'}]}]",8,43a39081-52b4-4f93-ad29-da7f329ea960,17,Seattle,Mariners,6.623,Erik,ffa959cf-a28b-4218-a8a7-0987232e535d,50,Swanson,3.0,Erik,0.0,8,"[{'number': 1, 'sequence': 1, 'runs': 4, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 1, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 3, 'hits': 3, 'errors': 0, 'type': 'inning'}]",6.623,Erik,ffa959cf-a28b-4218-a8a7-0987232e535d,50,Swanson,3.0,Erik,0.0,18,43a39081-52b4-4f93-ad29-da7f329ea960,MLB Network,full,D,False,1,CLE,1.459,Daniel,b58ed599-aa4d-407a-a40c-0bb703dd4610,61,Otero,0.0,Dan,0.0,0,,0,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,13,Cleveland,Indians,5.4,Cody,38586e69-6520-4a45-bac7-42ff2f2add31,56,Anderson,0.0,Cody,0.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",5.4,Cody,38586e69-6520-4a45-bac7-42ff2f2add31,56,Anderson,0.0,Cody,0.0,18,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,de215b6e-9bbb-4c43-a0e9-2a4cadc07d8d,1.0,False,4.0,B,1.0,1.0,4.0,B,True,Francisco,98d3d7c1-16bb-490c-8e03-73567efdbabf,12,Lindor,oGO,Francisco,Erik,ffa959cf-a28b-4218-a8a7-0987232e535d,50,Swanson,86.0,CH,94.0,-126.0,12.0,Erik,,pitch,,2019-05-05T17:10:00+00:00,inprogress,2401 Ontario Street,35225,Cleveland,USA,N,2b0ccd49-4d87-4996-ac4d-27ffc7ee4c16,41.4957048,-81.6852732,Cleveland,Progressive Field,outdoor,OH,grass,44115,100.0,Fog,46.0,86.0,2019-05-05T18:27:24.000Z,50.0,NW,9.0,100.0,Fog,46.0,89.0,2019-05-05T17:57:42.000Z,50.0,NW,8.0
3,TB,,,,,,,,,0,,0,bdc11650-6f74-49c4-875e-778aeb7632d9,12,Tampa Bay,Rays,,,,,,,,,0,,,,,,,,,,21,bdc11650-6f74-49c4-875e-778aeb7632d9,MASN2,full,D,True,1,BAL,,,,,,,,,0,,0,75729d34-bca7-4a0f-b3df-6f26c6ad3719,22,Baltimore,Orioles,,,,,,,,,0,,,,,,,,,,12,75729d34-bca7-4a0f-b3df-6f26c6ad3719,87c55c33-b19b-442c-8c13-576da8c2a48b,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'from': '2019-05-05T17:05:00+00:00', 'reason': 'postponed'}]",2019-07-13T17:05:00+00:00,scheduled,333 West Camden Street,45971,Baltimore,USA,NE,434aa63c-1049-4a54-a6bc-3790c7772ee1,39.2840361,-76.619919,Baltimore,Oriole Park at Camden Yards,outdoor,MD,grass,21201,,,,,,,,,,,,,,,,
4,OAK,2.97,Francelis,a190b415-b572-4c98-b974-4f1b574f9d69,47,Montas,2.0,Frankie,4.0,0,,2,27a59d3b-ff7c-48ea-b016-4798f560f5e1,20,Oakland,Athletics,2.97,Francelis,a190b415-b572-4c98-b974-4f1b574f9d69,47,Montas,2.0,Frankie,4.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",2.97,Francelis,a190b415-b572-4c98-b974-4f1b574f9d69,47,Montas,2.0,Frankie,4.0,15,27a59d3b-ff7c-48ea-b016-4798f560f5e1,SportsNet PT,full,D,False,1,PIT,2.423,Jordan,9dd06397-4353-44e8-81bb-6e88a75e42b5,31,Lyles,1.0,Jordan,2.0,0,"[{'hitter_id': 'febfa90b-51c5-4313-a4b4-a1bc40734be1', 'pitcher_id': 'a190b415-b572-4c98-b974-4f1b574f9d69', 'inning': 2, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'oSF', 'id': '7c98feba-93ae-4476-8dea-44c050b93294', 'runners': [{'starting_base': 3, 'first_name': 'Joshua', 'last_name': 'Bell', 'preferred_name': 'Josh', 'jersey_number': '55', 'id': '49edaec4-ea7c-455b-ac2c-92961b4261f0'}]}]",1,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,15,Pittsburgh,Pirates,2.423,Jordan,9dd06397-4353-44e8-81bb-6e88a75e42b5,31,Lyles,1.0,Jordan,2.0,1,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 1, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",2.423,Jordan,9dd06397-4353-44e8-81bb-6e88a75e42b5,31,Lyles,1.0,Jordan,2.0,15,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,e5b38642-5ba1-41d3-b2af-4009e79f1ab8,0.0,True,4.0,T,3.0,1.0,4.0,T,True,Kendrys,d4afcfdc-b875-4163-ad7f-eb26b7228f80,12,Morales,oGO,Kendrys,Jordan,9dd06397-4353-44e8-81bb-6e88a75e42b5,31,Lyles,,,,,,Jordan,,half_over,,2019-05-05T17:35:00+00:00,inprogress,115 Federal Street,38362,Pittsburgh,USA,E,61314394-c8b8-411e-b891-ca41285d5362,40.4471507,-80.0064087,Pittsburgh,PNC Park,outdoor,PA,grass,15212,100.0,Overcast,57.0,100.0,2019-05-05T18:23:42.000Z,57.0,NNW,6.0,100.0,Overcast,57.0,100.0,2019-05-05T18:23:42.000Z,57.0,NNW,6.0
5,STL,,,,,,,,,0,,0,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,13,St. Louis,Cardinals,3.734,Adam,c399c961-1b45-430c-858e-f0a33ae0af85,50,Wainwright,2.0,Adam,3.0,0,,,,,,,,,,20,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,ESPN,full,N,False,1,CHC,,,,,,,,,0,,0,55714da8-fcaf-4574-8443-59bfb511a524,12,Chicago,Cubs,3.475,José,b1e3b804-0022-40bc-8f53-8c82ee4eb1b9,62,Quintana,1.0,José,3.0,0,,,,,,,,,,18,55714da8-fcaf-4574-8443-59bfb511a524,032f4e07-57e5-4bc0-918a-e43bc3213101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-05T23:05:00+00:00,scheduled,1060 West Addison Street,41649,Chicago,USA,NE,53f8eb0d-a361-4a7a-930b-2f8735ea0698,41.9474473,-87.6560538,Chicago,Wrigley Field,outdoor,IL,grass,60613,,,,,,,,,41.0,Partly cloudy,45.0,41.0,2019-05-05T11:54:22.000Z,69.0,SW,9.0
6,MIN,,,,,,,,,0,,0,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,11,Minnesota,Twins,6.207,Michael,fb9520f8-ca5d-4af7-8b2c-73825d2999fd,35,Pineda,2.0,Michael,2.0,0,,,,,,,,,,20,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,MLB Network,full,D,False,1,NYY,,,,,,,,,0,,0,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,14,New York,Yankees,2.558,Domingo,f7967ff6-16ea-408f-aa90-7d4df691679f,55,Germán,1.0,Domingo,5.0,0,,,,,,,,,,18,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,ae60e246-3fcc-4609-ba68-5bbc581cf23d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-05T20:05:00+00:00,scheduled,One East 161st Street,47309,Bronx,USA,E,706e9828-6687-4ac8-a409-3fb972e8bae9,40.8288189,-73.9265691,New York,Yankee Stadium,outdoor,NY,grass,10451,,,,,,,,,,,,,,,,
7,NYM,5.754,Jason,2d60f0d5-dacb-40dd-b9a2-adb7716b40e2,44,Vargas,1.0,Jason,1.0,0,,1,f246a5e5-afdb-479c-9aaa-c68beeda7af6,17,New York,Mets,5.754,Jason,2d60f0d5-dacb-40dd-b9a2-adb7716b40e2,44,Vargas,1.0,Jason,1.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",5.754,Jason,2d60f0d5-dacb-40dd-b9a2-adb7716b40e2,44,Vargas,1.0,Jason,1.0,16,f246a5e5-afdb-479c-9aaa-c68beeda7af6,FS-WI,full,D,False,1,MIL,1.378,Zachary,5f5f4bb1-3f9e-485e-8969-f1aba37f1eea,27,Davies,0.0,Zach,3.0,0,,0,dcfd5266-00ce-442c-bc09-264cd20cf455,16,Milwaukee,Brewers,1.378,Zachary,5f5f4bb1-3f9e-485e-8969-f1aba37f1eea,27,Davies,0.0,Zach,3.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",1.378,Zachary,5f5f4bb1-3f9e-485e-8969-f1aba37f1eea,27,Davies,0.0,Zach,3.0,19,dcfd5266-00ce-442c-bc09-264cd20cf455,f71d0e4e-5bab-466c-9de7-0ac9c4351212,3.0,False,2.0,T,2.0,2.0,2.0,T,True,Todd,c401dbb6-2208-45f4-9947-db11881daf4f,21,Frazier,oPO,Todd,Zachary,5f5f4bb1-3f9e-485e-8969-f1aba37f1eea,27,Davies,89.0,FA,5.0,-56.0,8.0,Zach,,pitch,,2019-05-05T18:10:00+00:00,inprogress,One Brewers Way,41900,Milwaukee,USA,SE,3d13c8a7-283f-482b-ade1-441e25b6465d,43.02873899999999,-87.9713034,Milwaukee,Miller Park,retractable,WI,grass,53214,0.0,Sunny,39.0,33.0,2019-05-05T18:24:04.000Z,70.0,SW,11.0,0.0,Sunny,39.0,33.0,2019-05-05T18:24:04.000Z,70.0,SW,11.0
8,WSH,5.906,Aníbal,a6797bdd-683b-404e-b974-3546f93c6c47,19,Sánchez,4.0,Aníbal,0.0,1,,0,d89bed32-3aee-4407-99e3-4103641b999a,18,Washington,Nationals,5.906,Aníbal,a6797bdd-683b-404e-b974-3546f93c6c47,19,Sánchez,4.0,Aníbal,0.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",5.906,Aníbal,a6797bdd-683b-404e-b974-3546f93c6c47,19,Sánchez,4.0,Aníbal,0.0,14,d89bed32-3aee-4407-99e3-4103641b999a,NBCS-PH,full,D,False,1,PHI,3.343,Zachary,dc22b8c1-fc07-4f68-ae4c-254e9dcc74c1,56,Eflin,3.0,Zach,3.0,0,,1,2142e1ba-3b40-445c-b8bb-f1f8b1054220,14,Philadelphia,Phillies,3.343,Zachary,dc22b8c1-fc07-4f68-ae4c-254e9dcc74c1,56,Eflin,3.0,Zach,3.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 1, 'errors': 1, 'type': 'inning'}]",3.343,Zachary,dc22b8c1-fc07-4f68-ae4c-254e9dcc74c1,56,Eflin,3.0,Zach,3.0,18,2142e1ba-3b40-445c-b8bb-f1f8b1054220,e3c155c5-c5c4-4e50-9135-2a986e7d0b10,3.0,False,1.0,B,1.0,2.0,1.0,B,False,Rhys,171b88ff-8043-4895-9e37-cc550071816e,17,Hoskins,kF,Rhys,Aníbal,a6797bdd-683b-404e-b974-3546f93c6c47,19,Sánchez,82.0,SP,135.0,82.0,11.0,Aníbal,"[{'preferred_name': 'Jean', 'first_name': 'Jean', 'last_name': 'Segura', 'jersey_number': '2', 'id': '6d49ed69-4365-48d7-904c-f7431641f67c', 'outcome_id': '', 'starting_base': 1, 'ending_base': 1, 'out': False}, {'preferred_name': 'Andrew', 'first_name': 'Andrew', 'last_name': 'McCutchen', 'jersey_number': '22', 'id': '53a80099-966e-451c-a1e2-dccbb16f8dd8', 'outcome_id': '', 'starting_base': 2, 'ending_base': 2, 'out': False}]",pitch,,2019-05-05T18:05:00+00:00,inprogress,One Citizens Bank Way,43647,Philadelphia,USA,NE,b4186004-b6d0-42e7-8dc1-82ef0d946ecc,39.9059929,-75.1666401,Philadelphia,Citizens Bank Park,outdoor,PA,grass,19148,100.0,Light Rain,56.0,90.0,2019-05-05T18:14:15.000Z,59.0,NE,16.0,100.0,Light Rain,56.0,90.0,2019-05-05T18:14:15.000Z,59.0,NE,16.0
9,BOS,5.516,Frederick,571e8056-f01b-430a-8fc8-f8c74402d1c0,22,Porcello,3.0,Rick,2.0,0,,0,93941372-eb4c-4c40-aced-fe3267174393,18,Boston,Red Sox,5.516,Frederick,571e8056-f01b-430a-8fc8-f8c74402d1c0,22,Porcello,3.0,Rick,2.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",5.516,Frederick,571e8056-f01b-430a-8fc8-f8c74402d1c0,22,Porcello,3.0,Rick,2.0,16,93941372-eb4c-4c40-aced-fe3267174393,NBCS-CHI,full,D,False,1,CWS,6.75,Dylan,13b09db2-4de1-4452-b533-874d4f595121,68,Covey,1.0,Dylan,0.0,0,,1,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,17,Chicago,White Sox,6.75,Dylan,13b09db2-4de1-4452-b533-874d4f595121,68,Covey,1.0,Dylan,0.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}]",6.75,Dylan,13b09db2-4de1-4452-b533-874d4f595121,68,Covey,1.0,Dylan,0.0,14,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,4a6bce81-4915-4559-8592-e0f7e240b4ee,1.0,False,1.0,B,2.0,0.0,1.0,B,False,Yonder,7028cc9b-6160-426a-b988-f5b69f81a62f,17,Alonso,,Yonder,Frederick,571e8056-f01b-430a-8fc8-f8c74402d1c0,22,Porcello,,,,,,Rick,"[{'preferred_name': 'Leury', 'first_name': 'Leury', 'last_name': 'García', 'jersey_number': '28', 'id': 'd1557689-fc42-402f-840b-b6033153fdda', 'outcome_id': 'CK', 'starting_base': 1, 'ending_base': 1, 'out': False}]",steal,,2019-05-05T18:10:00+00:00,inprogress,333 West 35th Street,40615,Chicago,USA,SE,4a550fc1-c03d-4294-b63a-30ff197bedc4,41.8300662,-87.63483300000001,Chicago,Guaranteed Rate Field,outdoor,IL,grass,60616,50.0,Partly cloudy,40.0,39.0,2019-05-05T18:17:59.000Z,67.0,N,7.0,9.0,Partly cloudy,40.0,50.0,2019-05-05T11:54:23.000Z,60.0,SSW,6.0
