,game.away.abbr,game.away.errors,game.away.hits,game.away.id,game.away.loss,game.away.market,game.away.name,game.away.probable_pitcher.era,game.away.probable_pitcher.first_name,game.away.probable_pitcher.id,game.away.probable_pitcher.jersey_number,game.away.probable_pitcher.last_name,game.away.probable_pitcher.loss,game.away.probable_pitcher.preferred_name,game.away.probable_pitcher.win,game.away.runs,game.away.win,game.away_team,game.broadcast.network,game.coverage,game.day_night,game.double_header,game.game_number,game.home.abbr,game.home.errors,game.home.hits,game.home.id,game.home.loss,game.home.market,game.home.name,game.home.probable_pitcher.era,game.home.probable_pitcher.first_name,game.home.probable_pitcher.id,game.home.probable_pitcher.jersey_number,game.home.probable_pitcher.last_name,game.home.probable_pitcher.loss,game.home.probable_pitcher.preferred_name,game.home.probable_pitcher.win,game.home.runs,game.home.win,game.home_team,game.id,game.scheduled,game.status,game.venue.address,game.venue.capacity,game.venue.city,game.venue.country,game.venue.field_orientation,game.venue.id,game.venue.location.lat,game.venue.location.lng,game.venue.market,game.venue.name,game.venue.stadium_type,game.venue.state,game.venue.surface,game.venue.zip,game.weather.forecast.cloud_cover,game.weather.forecast.condition,game.weather.forecast.dew_point_f,game.weather.forecast.humidity,game.weather.forecast.obs_time,game.weather.forecast.temp_f,game.weather.forecast.wind.direction,game.weather.forecast.wind.speed_mph
0,SEA,0,0,43a39081-52b4-4f93-ad29-da7f329ea960,15,Seattle,Mariners,4.545,Yusei,7160046b-1575-40ab-bd09-9d11bbac7957,18,Kikuchi,1.0,Yusei,1.0,0,18,43a39081-52b4-4f93-ad29-da7f329ea960,FS-OH,full,N,False,1,CLE,0,0,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,13,Cleveland,Indians,3.682,Shane,5a6d40fb-f37a-415d-bae6-83fd66bb3322,57,Bieber,1,Shane,2,0,16,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,3fe94d60-3173-43b2-afc9-27067692150d,2019-05-03T23:10:00+00:00,scheduled,2401 Ontario Street,35225,Cleveland,USA,N,2b0ccd49-4d87-4996-ac4d-27ffc7ee4c16,41.4957048,-81.6852732,Cleveland,Progressive Field,outdoor,OH,grass,44115,61,Patchy rain possible,50,90,2019-05-03T11:54:23.000Z,54,SE,5
1,WSH,0,0,d89bed32-3aee-4407-99e3-4103641b999a,17,Washington,Nationals,5.815,Jeremy,09bb7528-d8a1-4d91-b28e-53a35ce3f678,58,Hellickson,0.0,Jeremy,2.0,0,13,d89bed32-3aee-4407-99e3-4103641b999a,MLB Network,full,N,False,1,PHI,0,0,2142e1ba-3b40-445c-b8bb-f1f8b1054220,13,Philadelphia,Phillies,2.118,Jerad,4b4cb838-5abb-477f-b651-0310efa62ae3,48,Eickhoff,1,Jerad,1,0,17,2142e1ba-3b40-445c-b8bb-f1f8b1054220,5be7098b-95e2-43ea-86df-3b03aef7c866,2019-05-03T23:05:00+00:00,scheduled,One Citizens Bank Way,43647,Philadelphia,USA,NE,b4186004-b6d0-42e7-8dc1-82ef0d946ecc,39.9059929,-75.1666401,Philadelphia,Citizens Bank Park,outdoor,PA,grass,19148,63,Torrential rain shower,63,63,2019-05-03T11:54:23.000Z,77,S,5
2,MIN,0,0,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,10,Minnesota,Twins,4.88,Kyle,7f930115-f071-4c18-a2ef-ad5cf6c49b54,44,Gibson,0.0,Kyle,2.0,0,19,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,YES,full,N,False,1,NYY,0,0,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,13,New York,Yankees,3.375,James,2d8511cd-e05d-40cf-8672-3d6706ae39e3,65,Paxton,2,James,3,0,17,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,7d0a58e5-ef00-47a0-9315-f189fd0f0ee4,2019-05-03T23:05:00+00:00,scheduled,One East 161st Street,47309,Bronx,USA,E,706e9828-6687-4ac8-a409-3fb972e8bae9,40.8288189,-73.9265691,New York,Yankee Stadium,outdoor,NY,grass,10451,76,Overcast,54,69,2019-05-03T11:54:25.000Z,64,SE,5
3,STL,0,0,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,11,St. Louis,Cardinals,4.065,Jack,9c506364-e0fa-45b9-9313-16f6e87e0327,22,Flaherty,1.0,Jack,3.0,0,20,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MLB Network,full,D,False,1,CHC,0,0,55714da8-fcaf-4574-8443-59bfb511a524,12,Chicago,Cubs,5.329,Kyle,dec510da-0104-48f0-892f-37a9ab9d02ff,28,Hendricks,4,Kyle,1,0,16,55714da8-fcaf-4574-8443-59bfb511a524,ae688c28-fe55-4d71-8821-f5d1ec3383cf,2019-05-03T18:20:00+00:00,scheduled,1060 West Addison Street,41649,Chicago,USA,NE,53f8eb0d-a361-4a7a-930b-2f8735ea0698,41.9474473,-87.6560538,Chicago,Wrigley Field,outdoor,IL,grass,60613,36,Sunny,39,59,2019-05-03T11:54:26.000Z,53,NNE,10
4,NYM,0,0,f246a5e5-afdb-479c-9aaa-c68beeda7af6,15,New York,Mets,3.682,Steven,03fda22a-f8a3-45e8-80dc-bf8190a22020,32,Matz,1.0,Steven,3.0,0,16,f246a5e5-afdb-479c-9aaa-c68beeda7af6,FS-WI,full,N,False,1,MIL,0,0,dcfd5266-00ce-442c-bc09-264cd20cf455,16,Milwaukee,Brewers,3.6,Giovany,0d674411-7f4d-4bc0-ba7a-853458580bab,47,González,0,Gio,0,0,17,dcfd5266-00ce-442c-bc09-264cd20cf455,a82b243c-2630-41ff-a4d7-1e203572110a,2019-05-04T00:10:00+00:00,scheduled,One Brewers Way,41900,Milwaukee,USA,SE,3d13c8a7-283f-482b-ade1-441e25b6465d,43.02873899999999,-87.9713034,Milwaukee,Miller Park,retractable,WI,grass,53214,74,Cloudy,36,59,2019-05-03T11:54:26.000Z,50,NE,7
5,TOR,0,0,1d678440-b4b1-4954-9b39-70afb3ebbcfa,17,Toronto,Blue Jays,5.082,Trent,c7513e8c-c4a0-4ece-8815-cd2889c61226,57,Thornton,3.0,Trent,0.0,0,14,1d678440-b4b1-4954-9b39-70afb3ebbcfa,FS-SW,full,N,False,1,TEX,0,0,d99f919b-1534-4516-8e8a-9cd106c6d8cd,15,Texas,Rangers,2.877,Michael,f7188ee3-cf88-4a71-9b62-601ff63d9fe7,23,Minor,2,Mike,3,0,14,d99f919b-1534-4516-8e8a-9cd106c6d8cd,1fd4b022-c0fb-40f3-9222-f09615a1982e,2019-05-04T00:05:00+00:00,scheduled,1000 Ballpark Way,49115,Arlington,USA,SE,3f47c1c6-b059-4fa2-9d85-5d37b7000992,32.7512152,-97.083209,Texas,Globe Life Park in Arlington,outdoor,TX,grass,76011,33,Patchy light rain,60,63,2019-05-03T11:54:23.000Z,74,ENE,9
6,SF,0,0,a7723160-10b7-4277-a309-d8dd95a8ae65,18,San Francisco,Giants,,Tyler,f7254c85-9e35-43cc-b1b7-623272792502,38,Beede,,Tyler,,0,13,a7723160-10b7-4277-a309-d8dd95a8ae65,FS-OH,full,N,False,1,CIN,0,0,c874a065-c115-4e7d-b0f0-235584fb0e6f,18,Cincinnati,Reds,3.64,Sonny,b004cc6c-f00c-4b5d-917a-ee1abf92179d,54,Gray,4,Sonny,0,0,13,c874a065-c115-4e7d-b0f0-235584fb0e6f,bc5bad2c-18ca-46e4-b080-e9f413382407,2019-05-03T23:10:00+00:00,scheduled,100 Joe Nuxhall Way,42319,Cincinnati,USA,SE,f102d8fb-de67-4b86-9053-8b55f578d45c,39.097736,-84.5084966,Cincinnati,Great American Ball Park,outdoor,OH,grass,45202,72,Partly cloudy,63,66,2019-05-03T11:54:26.000Z,76,NNE,3
7,TB,0,0,bdc11650-6f74-49c4-875e-778aeb7632d9,11,Tampa Bay,Rays,1.75,Tyler,81125861-72f8-461c-b7c2-46fc460a7115,20,Glasnow,0.0,Tyler,5.0,0,20,bdc11650-6f74-49c4-875e-778aeb7632d9,MASN2,full,N,False,1,BAL,0,0,75729d34-bca7-4a0f-b3df-6f26c6ad3719,21,Baltimore,Orioles,6.75,Daniel,e0d2b0e4-3bc1-4a12-b8ca-9bbac33ea3a1,53,Straily,1,Dan,1,0,11,75729d34-bca7-4a0f-b3df-6f26c6ad3719,cacd7a23-b655-4b72-b494-e660a067a413,2019-05-03T23:05:00+00:00,scheduled,333 West Camden Street,45971,Baltimore,USA,NE,434aa63c-1049-4a54-a6bc-3790c7772ee1,39.2840361,-76.619919,Baltimore,Oriole Park at Camden Yards,outdoor,MD,grass,21201,68,Light rain shower,63,55,2019-05-03T11:54:27.000Z,80,S,5
8,BOS,0,0,93941372-eb4c-4c40-aced-fe3267174393,18,Boston,Red Sox,6.3,Christopher,66c43b7f-760a-446c-9f50-671915570227,41,Sale,5.0,Chris,0.0,0,14,93941372-eb4c-4c40-aced-fe3267174393,NBCS-CHI,full,N,False,1,CWS,0,0,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,15,Chicago,White Sox,6.032,Reynaldo,942dc231-6052-4410-9bad-e94e465bc914,40,López,3,Reynaldo,2,0,14,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,d69391d6-24e7-4b6f-a6af-4c23fcd6b359,2019-05-04T00:10:00+00:00,scheduled,333 West 35th Street,40615,Chicago,USA,SE,4a550fc1-c03d-4294-b63a-30ff197bedc4,41.8300662,-87.63483300000001,Chicago,Guaranteed Rate Field,outdoor,IL,grass,60616,37,Partly cloudy,39,71,2019-05-03T11:54:27.000Z,48,NNE,11
9,ATL,0,0,12079497-e414-450a-8bf2-29f91de646bf,16,Atlanta,Braves,4.8,Kevin,cef2e01f-1349-4e31-bf1e-757ae8cb6bc6,45,Gausman,2.0,Kevin,1.0,0,15,12079497-e414-450a-8bf2-29f91de646bf,MLB Network,full,N,False,1,MIA,0,0,03556285-bdbb-4576-a06d-42f71f46ddc5,21,Miami,Marlins,5.079,José,6fd307e1-8322-4f8c-9e3f-f71cd1ac9698,62,Ureña,4,José,1,0,9,03556285-bdbb-4576-a06d-42f71f46ddc5,88e04183-160a-4e26-b9e6-69ca7d4fb99f,2019-05-03T23:10:00+00:00,scheduled,501 Marlins Way,36742,Miami,USA,SE,d5a66fb3-ff26-4f36-910c-3df5cedb36b3,25.7780567,-80.2194087,Miami,Marlins Park,retractable,FL,grass,33125,79,Moderate or heavy rain shower,70,59,2019-05-03T11:54:25.000Z,86,SSE,13
