,game.away.abbr,game.away.errors,game.away.hits,game.away.id,game.away.loss,game.away.market,game.away.name,game.away.probable_pitcher.era,game.away.probable_pitcher.first_name,game.away.probable_pitcher.id,game.away.probable_pitcher.jersey_number,game.away.probable_pitcher.last_name,game.away.probable_pitcher.loss,game.away.probable_pitcher.preferred_name,game.away.probable_pitcher.win,game.away.runs,game.away.win,game.away_team,game.broadcast.network,game.coverage,game.day_night,game.double_header,game.game_number,game.home.abbr,game.home.errors,game.home.hits,game.home.id,game.home.loss,game.home.market,game.home.name,game.home.probable_pitcher.era,game.home.probable_pitcher.first_name,game.home.probable_pitcher.id,game.home.probable_pitcher.jersey_number,game.home.probable_pitcher.last_name,game.home.probable_pitcher.loss,game.home.probable_pitcher.preferred_name,game.home.probable_pitcher.win,game.home.runs,game.home.win,game.home_team,game.id,game.scheduled,game.status,game.venue.address,game.venue.capacity,game.venue.city,game.venue.country,game.venue.field_orientation,game.venue.id,game.venue.location.lat,game.venue.location.lng,game.venue.market,game.venue.name,game.venue.stadium_type,game.venue.state,game.venue.surface,game.venue.zip,game.weather.forecast.cloud_cover,game.weather.forecast.condition,game.weather.forecast.dew_point_f,game.weather.forecast.humidity,game.weather.forecast.obs_time,game.weather.forecast.temp_f,game.weather.forecast.wind.direction,game.weather.forecast.wind.speed_mph
0,SEA,0,0,43a39081-52b4-4f93-ad29-da7f329ea960,18,Seattle,Mariners,3.279,Marco,4f914367-3a65-42d2-a6c4-28d9614e256f,7,Gonzales,1,Marco,5,0,19,43a39081-52b4-4f93-ad29-da7f329ea960,YES,full,N,False,1,NYY,0,0,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,14,New York,Yankees,3.923,Masahiro,fdfda40f-e77b-4cc2-a72c-11951460beda,19,Tanaka,3,Masahiro,2,0,20,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,053037a8-0d62-4ceb-b67e-c73052cb4c08,2019-05-07T22:35:00+00:00,scheduled,One East 161st Street,47309,Bronx,USA,E,706e9828-6687-4ac8-a409-3fb972e8bae9,40.8288189,-73.9265691,New York,Yankee Stadium,outdoor,NY,grass,10451,60,Patchy light rain with thunder,53,46,2019-05-07T11:54:23.000Z,76,W,9
1,MIA,0,0,03556285-bdbb-4576-a06d-42f71f46ddc5,24,Miami,Marlins,2.0,Caleb,380a89ad-e137-4bd7-bc7d-f6b3c40d6ca2,31,Smith,0,Caleb,3,0,10,03556285-bdbb-4576-a06d-42f71f46ddc5,NBCS-CHI+,full,N,False,1,CHC,0,0,55714da8-fcaf-4574-8443-59bfb511a524,13,Chicago,Cubs,1.731,Jonathan,46734ad0-e55b-4e2f-8a0d-72387470fcdf,34,Lester,1,Jon,2,0,19,55714da8-fcaf-4574-8443-59bfb511a524,01554755-da4f-41ad-9929-0dba4f0b2c00,2019-05-08T00:05:00+00:00,scheduled,1060 West Addison Street,41649,Chicago,USA,NE,53f8eb0d-a361-4a7a-930b-2f8735ea0698,41.9474473,-87.6560538,Chicago,Wrigley Field,outdoor,IL,grass,60613,27,Partly cloudy,36,56,2019-05-07T11:54:22.000Z,51,NE,12
2,KC,0,0,833a51a9-0d84-410f-bd77-da08c3e5e26e,24,Kansas City,Royals,3.273,Daniel,f9a0a01f-983d-4747-b545-04675281d914,41,Duffy,1,Danny,0,0,12,833a51a9-0d84-410f-bd77-da08c3e5e26e,SportsNet SW,full,N,False,1,HOU,0,0,eb21dadd-8f10-4095-8bf3-dfb3b779f107,14,Houston,Astros,4.974,Collin,72e92087-7bd4-4266-aac9-4df87bd84722,31,McHugh,3,Collin,3,0,21,eb21dadd-8f10-4095-8bf3-dfb3b779f107,c9897354-20f9-4f69-b051-8857d2e3b551,2019-05-08T00:10:00+00:00,scheduled,501 Crawford Street,41168,Houston,USA,N,f0600f04-1386-4c61-a412-804960c46cb1,29.7577058,-95.35453989999999,Houston,Minute Maid Park,retractable,TX,grass,77002,32,Thundery outbreaks possible,68,58,2019-05-07T11:54:28.000Z,83,SE,13
3,MIN,0,0,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,12,Minnesota,Twins,2.914,José,56da7cb9-5975-46cd-8c63-96fce1245945,17,Berríos,1,José,5,0,21,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,SN1,full,N,False,1,TOR,0,0,1d678440-b4b1-4954-9b39-70afb3ebbcfa,20,Toronto,Blue Jays,3.086,Aaron,49be9f8e-db22-487e-8487-34c1eb01919b,41,Sanchez,2,Aaron,3,0,15,1d678440-b4b1-4954-9b39-70afb3ebbcfa,0f4ee271-5e2e-48af-bd4f-0af0a5e3cc13,2019-05-07T23:07:00+00:00,scheduled,One Blue Jays Way,53506,Toronto,CAN,N,84d72338-2173-4a90-9d25-99adc6c86f4b,43.6417388,-79.3892547,Toronto,Rogers Centre,retractable,ON,turf,M5V1J3,6,Partly cloudy,38,44,2019-05-07T11:54:24.000Z,61,NW,7
4,ARI,0,0,25507be1-6a68-4267-bd82-e097d94b359b,15,Arizona,Diamondbacks,0.0,Taylor,b3b31a27-6fdd-483f-9d67-23d50fd951db,45,Clarke,0,Taylor,0,0,20,25507be1-6a68-4267-bd82-e097d94b359b,SUN,full,N,False,1,TB,0,0,bdc11650-6f74-49c4-875e-778aeb7632d9,12,Tampa Bay,Rays,2.813,Ryne,ef2a7fa6-94d5-4875-b205-c5f2bd30758a,55,Stanek,1,Ryne,0,0,22,bdc11650-6f74-49c4-875e-778aeb7632d9,4796b8b7-9d84-4b4c-9d3f-9e312a50a76f,2019-05-07T23:10:00+00:00,scheduled,One Tropicana Drive,42735,St. Petersburg,USA,NE,3aaaf4af-0f8c-49c1-8bf1-1780bb5a5f5c,27.768188,-82.653408,Tampa Bay,Tropicana Field,indoor,FL,turf,33705,8,Partly cloudy,65,53,2019-05-07T11:54:25.000Z,85,NW,10
5,WSH,0,0,d89bed32-3aee-4407-99e3-4103641b999a,20,Washington,Nationals,3.451,Stephen,8df4f3bd-61f2-4fbf-8266-80ba7e15dc2d,37,Strasburg,1,Stephen,3,0,14,d89bed32-3aee-4407-99e3-4103641b999a,MLB Network,full,N,False,1,MIL,0,0,dcfd5266-00ce-442c-bc09-264cd20cf455,16,Milwaukee,Brewers,8.438,Adrian,8156bec7-9689-46d6-9b0f-eddf7240d9a3,37,Houser,1,Adrian,0,0,21,dcfd5266-00ce-442c-bc09-264cd20cf455,9b963c64-0ebe-4dca-b26b-02ecc491be39,2019-05-07T23:40:00+00:00,scheduled,One Brewers Way,41900,Milwaukee,USA,SE,3d13c8a7-283f-482b-ade1-441e25b6465d,43.02873899999999,-87.9713034,Milwaukee,Miller Park,retractable,WI,grass,53214,8,Partly cloudy,29,45,2019-05-07T11:54:27.000Z,49,NE,10
6,NYM,0,0,f246a5e5-afdb-479c-9aaa-c68beeda7af6,19,New York,Mets,5.023,Noah,0d19def3-bd18-473c-b6f8-5b92b017f27f,34,Syndergaard,3,Noah,2,0,16,f246a5e5-afdb-479c-9aaa-c68beeda7af6,FS-SD,full,N,False,1,SD,0,0,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,16,San Diego,Padres,3.176,Cal,e8abdf47-b38a-44e6-8c6e-4b0bfbd482b0,40,Quantrill,1,Cal,0,0,20,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,919eca21-60f5-4d35-a337-f09729919fc0,2019-05-08T02:10:00+00:00,scheduled,100 Park Blvd.,42445,San Diego,USA,N,0ab45d79-5475-4308-9f94-74b0c185ee6f,32.70752890000001,-117.1568083,San Diego,PETCO Park,outdoor,CA,grass,92101,45,Cloudy,51,67,2019-05-07T11:54:26.000Z,62,WNW,10
7,SF,0,0,a7723160-10b7-4277-a309-d8dd95a8ae65,20,San Francisco,Giants,3.916,Madison,f05364d7-024b-4699-b947-c8bb42c968bc,40,Bumgarner,4,Madison,1,0,15,a7723160-10b7-4277-a309-d8dd95a8ae65,SportsNet RM,full,N,False,1,COL,0,0,29dd9a87-5bcc-4774-80c3-7f50d985068b,19,Colorado,Rockies,4.03,Antonio,1899170d-0079-4a00-8d65-0f9668e48d8a,49,Senzatela,1,Antonio,2,0,16,29dd9a87-5bcc-4774-80c3-7f50d985068b,e1620c72-e05e-4c34-a64b-5e09b57dc36b,2019-05-08T00:40:00+00:00,scheduled,2001 Blake Street,50398,Denver,USA,N,85dd5cd6-7324-4b52-a1cc-68f816d0cdce,39.7559779,-104.9933491,Colorado,Coors Field,outdoor,CO,grass,80205,87,Torrential rain shower,44,52,2019-05-07T11:54:28.000Z,63,NE,10
8,CWS,0,0,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,18,Chicago,White Sox,5.324,Lucas,1a1311e0-465c-45de-9f94-78e52fc067c3,27,Giolito,1,Lucas,2,0,15,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,FS-OH,full,N,False,1,CLE,0,0,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,15,Cleveland,Indians,2.132,Jefry,5aaf63e6-b1f5-48a8-8327-a9d44762bf25,68,Rodriguez,1,Jefry,0,0,18,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,644ad0f3-bc1e-464a-bb7e-b0ff6dba0209,2019-05-07T22:10:00+00:00,scheduled,2401 Ontario Street,35225,Cleveland,USA,N,2b0ccd49-4d87-4996-ac4d-27ffc7ee4c16,41.4957048,-81.6852732,Cleveland,Progressive Field,outdoor,OH,grass,44115,83,Partly cloudy,38,74,2019-05-07T11:54:25.000Z,47,NNE,9
9,PHI,0,0,2142e1ba-3b40-445c-b8bb-f1f8b1054220,15,Philadelphia,Phillies,5.063,Aaron,ded1b30d-52ca-4eec-bce6-251b15b085ac,27,Nola,0,Aaron,2,0,19,2142e1ba-3b40-445c-b8bb-f1f8b1054220,MLB Network,full,N,False,1,STL,0,0,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,14,St. Louis,Cardinals,4.8,Dakota,fd954c71-a360-41d8-846e-7faf831b6256,43,Hudson,2,Dakota,2,0,21,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,71edbd1e-3f03-4bb3-9bd5-21503fc3d10a,2019-05-07T23:45:00+00:00,scheduled,700 Clark Street,45538,St. Louis,USA,NE,83cc591a-1096-4383-a6ca-e2bd6f8db629,38.6226441,-90.1928125,St. Louis,Busch Stadium,outdoor,MO,grass,63102,82,Torrential rain shower,66,75,2019-05-07T11:54:26.000Z,75,SSE,4
