,game.attendance,game.away.abbr,game.away.errors,game.away.events,game.away.hits,game.away.id,game.away.loss,game.away.market,game.away.name,game.away.probable_pitcher.era,game.away.probable_pitcher.first_name,game.away.probable_pitcher.id,game.away.probable_pitcher.jersey_number,game.away.probable_pitcher.last_name,game.away.probable_pitcher.loss,game.away.probable_pitcher.preferred_name,game.away.probable_pitcher.win,game.away.runs,game.away.scoring,game.away.starting_pitcher.era,game.away.starting_pitcher.first_name,game.away.starting_pitcher.id,game.away.starting_pitcher.jersey_number,game.away.starting_pitcher.last_name,game.away.starting_pitcher.loss,game.away.starting_pitcher.preferred_name,game.away.starting_pitcher.win,game.away.win,game.away_team,game.broadcast.network,game.coverage,game.day_night,game.double_header,game.duration,game.final.inning,game.final.inning_half,game.game_number,game.home.abbr,game.home.errors,game.home.events,game.home.hits,game.home.id,game.home.loss,game.home.market,game.home.name,game.home.probable_pitcher.era,game.home.probable_pitcher.first_name,game.home.probable_pitcher.id,game.home.probable_pitcher.jersey_number,game.home.probable_pitcher.last_name,game.home.probable_pitcher.loss,game.home.probable_pitcher.preferred_name,game.home.probable_pitcher.win,game.home.runs,game.home.scoring,game.home.starting_pitcher.era,game.home.starting_pitcher.first_name,game.home.starting_pitcher.id,game.home.starting_pitcher.jersey_number,game.home.starting_pitcher.last_name,game.home.starting_pitcher.loss,game.home.starting_pitcher.preferred_name,game.home.starting_pitcher.win,game.home.win,game.home_team,game.id,game.pitching.blown_save,game.pitching.hold,game.pitching.loss.blown_save,game.pitching.loss.first_name,game.pitching.loss.hold,game.pitching.loss.id,game.pitching.loss.jersey_number,game.pitching.loss.last_name,game.pitching.loss.loss,game.pitching.loss.position,game.pitching.loss.preferred_name,game.pitching.loss.primary_position,game.pitching.loss.save,game.pitching.loss.status,game.pitching.loss.win,game.pitching.save.blown_save,game.pitching.save.first_name,game.pitching.save.hold,game.pitching.save.id,game.pitching.save.jersey_number,game.pitching.save.last_name,game.pitching.save.loss,game.pitching.save.position,game.pitching.save.preferred_name,game.pitching.save.primary_position,game.pitching.save.save,game.pitching.save.status,game.pitching.save.win,game.pitching.win.blown_save,game.pitching.win.first_name,game.pitching.win.hold,game.pitching.win.id,game.pitching.win.jersey_number,game.pitching.win.last_name,game.pitching.win.loss,game.pitching.win.position,game.pitching.win.preferred_name,game.pitching.win.primary_position,game.pitching.win.save,game.pitching.win.status,game.pitching.win.win,game.scheduled,game.status,game.venue.address,game.venue.capacity,game.venue.city,game.venue.country,game.venue.field_orientation,game.venue.id,game.venue.location.lat,game.venue.location.lng,game.venue.market,game.venue.name,game.venue.stadium_type,game.venue.state,game.venue.surface,game.venue.zip,game.weather.current_conditions.cloud_cover,game.weather.current_conditions.condition,game.weather.current_conditions.dew_point_f,game.weather.current_conditions.humidity,game.weather.current_conditions.obs_time,game.weather.current_conditions.temp_f,game.weather.current_conditions.wind.direction,game.weather.current_conditions.wind.speed_mph,game.weather.forecast.cloud_cover,game.weather.forecast.condition,game.weather.forecast.dew_point_f,game.weather.forecast.humidity,game.weather.forecast.obs_time,game.weather.forecast.temp_f,game.weather.forecast.wind.direction,game.weather.forecast.wind.speed_mph
0,31906,PIT,1,,5,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,4,Pittsburgh,Pirates,0.0,Joseph,9c12832b-c487-40d4-915b-e44097632d7c,59,Musgrove,0.0,Joe,1.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",0.0,Joseph,9c12832b-c487-40d4-915b-e44097632d7c,59,Musgrove,0.0,Joe,1.0,6,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,MLB Network,full,N,False,2:38,9,T,1,CHC,0,"[{'hitter_id': '30c281d4-5f16-4398-8ad0-39ef38e16973', 'pitcher_id': '9c12832b-c487-40d4-915b-e44097632d7c', 'inning': 7, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aSAD2', 'id': 'aa98a537-b9f4-4cc6-911e-4c6409ba239a', 'runners': [{'starting_base': 2, 'first_name': 'Jason', 'last_name': 'Heyward', 'preferred_name': 'Jason', 'jersey_number': '22', 'id': '8e42fd09-b9d0-4566-b960-e107f580de46'}]}, {'hitter_id': '64c76a31-1a6a-4cf3-a871-bd83c41fa6ef', 'pitcher_id': 'ef6e13f3-c4c7-4233-b098-356f73e50d39', 'inning': 7, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aD', 'id': '3e36b65d-0214-4154-850f-10d4da805f82', 'runners': [{'starting_base': 2, 'first_name': 'Daniel', 'last_name': 'Descalso', 'preferred_name': 'Daniel', 'jersey_number': '3', 'id': '30c281d4-5f16-4398-8ad0-39ef38e16973'}]}]",5,55714da8-fcaf-4574-8443-59bfb511a524,8,Chicago,Cubs,10.286,José,b1e3b804-0022-40bc-8f53-8c82ee4eb1b9,62,Quintana,1,José,0,2,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 2, 'hits': 2, 'errors': 1, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",10.286,José,b1e3b804-0022-40bc-8f53-8c82ee4eb1b9,62,Quintana,1,José,0,3,55714da8-fcaf-4574-8443-59bfb511a524,7e16f8e0-71ac-4f50-933a-552960e05f3a,,"[{'preferred_name': 'Steve', 'first_name': 'Steven', 'last_name': 'Cishek', 'jersey_number': '41', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': 'f1053d88-4fd5-4cea-a5f0-546ce9bd8840', 'win': 0, 'loss': 1, 'save': 0, 'hold': 1, 'blown_save': 0}]",0,Joseph,1,9c12832b-c487-40d4-915b-e44097632d7c,59,Musgrove,1,P,Joe,SP,0,A,1,0.0,Pedro,0.0,d0772dfd-1d25-4baa-8e21-9633433d4976,46,Strop,1.0,P,Pedro,RP,1.0,A,0.0,0,José,1,b1e3b804-0022-40bc-8f53-8c82ee4eb1b9,62,Quintana,1,P,José,SP,0,A,1,2019-04-11T23:35:00+00:00,closed,1060 West Addison Street,41649,Chicago,USA,NE,53f8eb0d-a361-4a7a-930b-2f8735ea0698,41.9474473,-87.6560538,Chicago,Wrigley Field,outdoor,IL,grass,60613,100,"Thunderstorm In Vicinity, Light Rain, Mist",44,86,2019-04-12T03:17:21.000Z,48,NNE,14,100,Overcast,40,66,2019-04-12T01:33:04.000Z,52,ENE,12
1,38200,LAD,2,"[{'hitter_id': '893e5243-1278-476c-8801-280b9b14aea7', 'pitcher_id': 'db6ced3d-7838-4a7c-92a5-50d0b63dac3b', 'inning': 1, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'oSF', 'id': 'ba6f57b7-6169-47f9-9afb-e5c50df9b4c4', 'runners': [{'starting_base': 3, 'first_name': 'Joc', 'last_name': 'Pederson', 'preferred_name': 'Joc', 'jersey_number': '31', 'id': '43a9d631-5673-4059-9b25-d59290bc32c3'}]}, {'hitter_id': '6b511f87-fd17-4dfd-b227-8e96fc8951c2', 'pitcher_id': 'db6ced3d-7838-4a7c-92a5-50d0b63dac3b', 'inning': 2, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': '97dfff5e-1724-48d2-9950-04a222515d97', 'runners': [{'starting_base': 0, 'first_name': 'David', 'last_name': 'Freese', 'preferred_name': 'David', 'jersey_number': '25', 'id': '6b511f87-fd17-4dfd-b227-8e96fc8951c2'}]}, {'hitter_id': '3703319e-ec2e-4db7-9e86-59589e233f95', 'pitcher_id': 'db6ced3d-7838-4a7c-92a5-50d0b63dac3b', 'inning': 2, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': '41d2f7a6-fea9-4c57-9452-2b68eedbc027', 'runners': [{'starting_base': 0, 'first_name': 'Walker', 'last_name': 'Buehler', 'preferred_name': 'Walker', 'jersey_number': '21', 'id': '3703319e-ec2e-4db7-9e86-59589e233f95'}]}, {'hitter_id': 'd5b0fb7b-93d4-4c45-820f-069f622855c8', 'pitcher_id': 'db6ced3d-7838-4a7c-92a5-50d0b63dac3b', 'inning': 3, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'oSF', 'id': '17148600-64ec-404d-9945-bbca9a5fcea0', 'runners': [{'starting_base': 3, 'first_name': 'Justin', 'last_name': 'Turner', 'preferred_name': 'Justin', 'jersey_number': '10', 'id': '893e5243-1278-476c-8801-280b9b14aea7'}]}, {'hitter_id': '6b511f87-fd17-4dfd-b227-8e96fc8951c2', 'pitcher_id': 'db6ced3d-7838-4a7c-92a5-50d0b63dac3b', 'inning': 3, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': '19ec49e9-b77b-48b6-9375-6e124489ee32', 'runners': [{'starting_base': 3, 'first_name': 'Corey', 'last_name': 'Seager', 'preferred_name': 'Corey', 'jersey_number': '5', 'id': 'ca159e78-05a9-410a-be7b-3ebad5496a88'}]}, {'hitter_id': '8a7b7092-4e7b-4112-92bf-fc5d72a83d17', 'pitcher_id': 'db6ced3d-7838-4a7c-92a5-50d0b63dac3b', 'inning': 3, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': 'b615a21c-47f8-4328-878e-d3c64dc96c8e', 'runners': [{'starting_base': 0, 'first_name': 'Enriqué', 'last_name': 'Hernández', 'preferred_name': 'Kiké', 'jersey_number': '14', 'id': '8a7b7092-4e7b-4112-92bf-fc5d72a83d17'}, {'starting_base': 1, 'first_name': 'David', 'last_name': 'Freese', 'preferred_name': 'David', 'jersey_number': '25', 'id': '6b511f87-fd17-4dfd-b227-8e96fc8951c2'}]}]",10,ef64da7f-cfaf-4300-87b0-9313386b977c,5,Los Angeles,Dodgers,6.75,Walker,3703319e-ec2e-4db7-9e86-59589e233f95,21,Buehler,0.0,Walker,1.0,7,"[{'number': 1, 'sequence': 1, 'runs': 1, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 2, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 4, 'hits': 4, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}]",6.75,Walker,3703319e-ec2e-4db7-9e86-59589e233f95,21,Buehler,0.0,Walker,1.0,8,ef64da7f-cfaf-4300-87b0-9313386b977c,MLB Network,full,D,False,3:12,9,T,1,STL,0,"[{'hitter_id': 'b6eb38af-2e03-46ba-b613-9185987940f2', 'pitcher_id': '3703319e-ec2e-4db7-9e86-59589e233f95', 'inning': 2, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aHBP', 'id': '81049c52-ff99-49a4-930c-36c3632f90d0', 'runners': [{'starting_base': 3, 'first_name': 'José', 'last_name': 'Martínez', 'preferred_name': 'José', 'jersey_number': '38', 'id': '3f662257-e3e5-41f9-826d-06357392ce5b'}]}, {'hitter_id': '3af422a1-b7bd-4edb-8b78-a61e3f4483a3', 'pitcher_id': '3703319e-ec2e-4db7-9e86-59589e233f95', 'inning': 2, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'oSF', 'id': '8a1f6719-bf47-4b04-9690-225bc4d1dd34', 'runners': [{'starting_base': 3, 'first_name': 'Tyler', 'last_name': ""O'Neill"", 'preferred_name': 'Tyler', 'jersey_number': '41', 'id': '65fc46ca-350d-4eaf-bc40-8851c3378bc6'}]}, {'hitter_id': '343e48ee-be0e-4f0d-a801-dc8cbbce75b4', 'pitcher_id': '3703319e-ec2e-4db7-9e86-59589e233f95', 'inning': 2, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'bB', 'id': 'd3111c41-1c97-4aef-8e23-18b48dd176ad', 'runners': [{'starting_base': 2, 'first_name': 'Harrison', 'last_name': 'Bader', 'preferred_name': 'Harrison', 'jersey_number': '48', 'id': 'b6eb38af-2e03-46ba-b613-9185987940f2'}, {'starting_base': 3, 'first_name': 'Jedd', 'last_name': 'Gyorko', 'preferred_name': 'Jedd', 'jersey_number': '3', 'id': 'b9f472ef-aa1a-4d22-a5cb-b3141b807fd0'}]}, {'hitter_id': 'b9f472ef-aa1a-4d22-a5cb-b3141b807fd0', 'pitcher_id': '3703319e-ec2e-4db7-9e86-59589e233f95', 'inning': 3, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': '2865a200-c1de-4b7c-8ccf-9e356ed56697', 'runners': [{'starting_base': 3, 'first_name': 'Paul', 'last_name': 'DeJong', 'preferred_name': 'Paul', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]}, {'hitter_id': 'b6eb38af-2e03-46ba-b613-9185987940f2', 'pitcher_id': '17f72cd8-4d7e-407a-8960-06ba2478b323', 'inning': 5, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aHBP', 'id': 'dd46ed6c-1f8d-4d8f-a1d3-86f99072e85e', 'runners': [{'starting_base': 3, 'first_name': 'Paul', 'last_name': 'DeJong', 'preferred_name': 'Paul', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]}, {'hitter_id': '3af422a1-b7bd-4edb-8b78-a61e3f4483a3', 'pitcher_id': '17f72cd8-4d7e-407a-8960-06ba2478b323', 'inning': 5, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': '299cd3dc-a775-49bc-99a9-8329458b1888', 'runners': [{'starting_base': 2, 'first_name': 'Tyler', 'last_name': ""O'Neill"", 'preferred_name': 'Tyler', 'jersey_number': '41', 'id': '65fc46ca-350d-4eaf-bc40-8851c3378bc6'}, {'starting_base': 3, 'first_name': 'José', 'last_name': 'Martínez', 'preferred_name': 'José', 'jersey_number': '38', 'id': '3f662257-e3e5-41f9-826d-06357392ce5b'}]}, {'hitter_id': '343e48ee-be0e-4f0d-a801-dc8cbbce75b4', 'pitcher_id': '17f72cd8-4d7e-407a-8960-06ba2478b323', 'inning': 5, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aROE', 'id': 'f9336e25-d163-4240-856b-c38e69cf58bc', 'runners': [{'starting_base': 3, 'first_name': 'Harrison', 'last_name': 'Bader', 'preferred_name': 'Harrison', 'jersey_number': '48', 'id': 'b6eb38af-2e03-46ba-b613-9185987940f2'}]}, {'hitter_id': '3f662257-e3e5-41f9-826d-06357392ce5b', 'pitcher_id': '3731cc61-f348-4155-bccc-a46a2a7edbf3', 'inning': 6, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aD', 'id': 'ce329aca-c536-447a-b0c3-b6207b183027', 'runners': [{'starting_base': 1, 'first_name': 'Paul', 'last_name': 'DeJong', 'preferred_name': 'Paul', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]}, {'hitter_id': 'b6eb38af-2e03-46ba-b613-9185987940f2', 'pitcher_id': '3731cc61-f348-4155-bccc-a46a2a7edbf3', 'inning': 6, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'bB', 'id': 'ffd87efc-2aaf-47eb-a5ad-bbc37513a151', 'runners': [{'starting_base': 2, 'first_name': 'José', 'last_name': 'Martínez', 'preferred_name': 'José', 'jersey_number': '38', 'id': '3f662257-e3e5-41f9-826d-06357392ce5b'}]}]",10,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,5,St. Louis,Cardinals,1.543,Michael,db6ced3d-7838-4a7c-92a5-50d0b63dac3b,52,Wacha,0,Michael,0,11,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 4, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 1, 'hits': 3, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 4, 'hits': 4, 'errors': 1, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 2, 'hits': 1, 'errors': 1, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",1.543,Michael,db6ced3d-7838-4a7c-92a5-50d0b63dac3b,52,Wacha,0,Michael,0,7,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,e20640e7-d258-460e-9a24-3bd0b58cf5d7,,"[{'preferred_name': 'Tyler', 'first_name': 'Jon', 'last_name': 'Webb', 'jersey_number': '30', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': 'bc79d44f-bd11-4fdc-acd6-14045788da41', 'win': 0, 'loss': 0, 'save': 0, 'hold': 1, 'blown_save': 0}]",0,Pedro,2,17f72cd8-4d7e-407a-8960-06ba2478b323,52,Báez,1,P,Pedro,RP,0,A,0,,,,,,,,,,,,,,0,Giovanny,0,07b26fab-24c4-4a02-9995-36f9cb5352d8,65,Gallegos,0,P,Giovanny,RP,0,A,1,2019-04-11T17:15:00+00:00,closed,700 Clark Street,45538,St. Louis,USA,NE,83cc591a-1096-4383-a6ca-e2bd6f8db629,38.6226441,-90.1928125,St. Louis,Busch Stadium,outdoor,MO,grass,63102,0,Sunny,50,35,2019-04-11T20:21:50.000Z,80,S,19,0,Sunny,51,45,2019-04-11T17:33:04.000Z,74,S,17
2,29727,COL,0,,3,29dd9a87-5bcc-4774-80c3-7f50d985068b,9,Colorado,Rockies,5.684,Jonathan,106c933c-0203-4e5a-bd06-f8bc420b9b9f,55,Gray,2.0,Jon,0.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",5.684,Jonathan,106c933c-0203-4e5a-bd06-f8bc420b9b9f,55,Gray,2.0,Jon,0.0,3,29dd9a87-5bcc-4774-80c3-7f50d985068b,NBCS-BA,full,N,False,2:34,9,T,1,SF,0,"[{'hitter_id': '7335e54f-cc2f-422c-808e-c19a267827a5', 'pitcher_id': '106c933c-0203-4e5a-bd06-f8bc420b9b9f', 'inning': 7, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': 'e70e0b6d-5f3c-4bf7-b6b6-5c7dcb2afd15', 'runners': [{'starting_base': 0, 'first_name': 'Kevin', 'last_name': 'Pillar', 'preferred_name': 'Kevin', 'jersey_number': '1', 'id': '7335e54f-cc2f-422c-808e-c19a267827a5'}]}]",6,a7723160-10b7-4277-a309-d8dd95a8ae65,9,San Francisco,Giants,2.793,Jeffrey,c8f30e7e-118c-4a16-b899-8ef2cfc75f02,29,Samardzija,0,Jeff,0,1,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 1, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",2.793,Jeffrey,c8f30e7e-118c-4a16-b899-8ef2cfc75f02,29,Samardzija,0,Jeff,0,4,a7723160-10b7-4277-a309-d8dd95a8ae65,cd9e5776-516f-48bc-986b-70ca8348f018,,"[{'preferred_name': 'Tony', 'first_name': 'Anthony', 'last_name': 'Watson', 'jersey_number': '56', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': '8db68afa-8afd-404a-9e53-56ee8ff8e753', 'win': 0, 'loss': 0, 'save': 0, 'hold': 4, 'blown_save': 0}]",0,Jonathan,0,106c933c-0203-4e5a-bd06-f8bc420b9b9f,55,Gray,3,P,Jon,SP,0,A,0,0.0,William,0.0,19a3dd28-85dd-4ae0-969e-f4f33419ea5b,13,Smith,0.0,P,Will,RP,4.0,A,0.0,0,Jeffrey,0,c8f30e7e-118c-4a16-b899-8ef2cfc75f02,29,Samardzija,0,P,Jeff,SP,0,A,1,2019-04-12T01:45:00+00:00,closed,24 Willie Mays Plaza,41915,San Francisco,USA,E,2d7542f5-7b80-49f7-9b24-c53ffdc75af6,37.7784199,-122.3906212,San Francisco,Oracle Park,outdoor,CA,grass,94107,75,Partly cloudy,45,64,2019-04-12T04:15:27.000Z,57,NW,11,29,Partly cloudy,44,66,2019-04-11T11:38:11.000Z,56,NW,20
