,game.attendance,game.away.abbr,game.away.current_pitcher.era,game.away.current_pitcher.first_name,game.away.current_pitcher.id,game.away.current_pitcher.jersey_number,game.away.current_pitcher.last_name,game.away.current_pitcher.loss,game.away.current_pitcher.preferred_name,game.away.current_pitcher.win,game.away.errors,game.away.events,game.away.hits,game.away.id,game.away.loss,game.away.market,game.away.name,game.away.probable_pitcher.era,game.away.probable_pitcher.first_name,game.away.probable_pitcher.id,game.away.probable_pitcher.jersey_number,game.away.probable_pitcher.last_name,game.away.probable_pitcher.loss,game.away.probable_pitcher.preferred_name,game.away.probable_pitcher.win,game.away.runs,game.away.scoring,game.away.starting_pitcher.era,game.away.starting_pitcher.first_name,game.away.starting_pitcher.id,game.away.starting_pitcher.jersey_number,game.away.starting_pitcher.last_name,game.away.starting_pitcher.loss,game.away.starting_pitcher.preferred_name,game.away.starting_pitcher.win,game.away.win,game.away_team,game.broadcast.network,game.coverage,game.day_night,game.double_header,game.duration,game.final.inning,game.final.inning_half,game.game_number,game.home.abbr,game.home.current_pitcher.era,game.home.current_pitcher.first_name,game.home.current_pitcher.id,game.home.current_pitcher.jersey_number,game.home.current_pitcher.last_name,game.home.current_pitcher.loss,game.home.current_pitcher.preferred_name,game.home.current_pitcher.win,game.home.errors,game.home.events,game.home.hits,game.home.id,game.home.loss,game.home.market,game.home.name,game.home.probable_pitcher.era,game.home.probable_pitcher.first_name,game.home.probable_pitcher.id,game.home.probable_pitcher.jersey_number,game.home.probable_pitcher.last_name,game.home.probable_pitcher.loss,game.home.probable_pitcher.preferred_name,game.home.probable_pitcher.win,game.home.runs,game.home.scoring,game.home.starting_pitcher.era,game.home.starting_pitcher.first_name,game.home.starting_pitcher.id,game.home.starting_pitcher.jersey_number,game.home.starting_pitcher.last_name,game.home.starting_pitcher.loss,game.home.starting_pitcher.preferred_name,game.home.starting_pitcher.win,game.home.win,game.home_team,game.id,game.outcome.count.balls,game.outcome.count.half_over,game.outcome.count.inning,game.outcome.count.inning_half,game.outcome.count.outs,game.outcome.count.strikes,game.outcome.current_inning,game.outcome.current_inning_half,game.outcome.hitter.ab_over,game.outcome.hitter.first_name,game.outcome.hitter.id,game.outcome.hitter.jersey_number,game.outcome.hitter.last_name,game.outcome.hitter.outcome_id,game.outcome.hitter.preferred_name,game.outcome.pitcher.first_name,game.outcome.pitcher.id,game.outcome.pitcher.jersey_number,game.outcome.pitcher.last_name,game.outcome.pitcher.pitch_speed,game.outcome.pitcher.pitch_type,game.outcome.pitcher.pitch_x,game.outcome.pitcher.pitch_y,game.outcome.pitcher.pitch_zone,game.outcome.pitcher.preferred_name,game.outcome.type,game.pitching.blown_save,game.pitching.hold,game.pitching.loss.blown_save,game.pitching.loss.first_name,game.pitching.loss.hold,game.pitching.loss.id,game.pitching.loss.jersey_number,game.pitching.loss.last_name,game.pitching.loss.loss,game.pitching.loss.position,game.pitching.loss.preferred_name,game.pitching.loss.primary_position,game.pitching.loss.save,game.pitching.loss.status,game.pitching.loss.win,game.pitching.save.blown_save,game.pitching.save.first_name,game.pitching.save.hold,game.pitching.save.id,game.pitching.save.jersey_number,game.pitching.save.last_name,game.pitching.save.loss,game.pitching.save.position,game.pitching.save.preferred_name,game.pitching.save.primary_position,game.pitching.save.save,game.pitching.save.status,game.pitching.save.win,game.pitching.win.blown_save,game.pitching.win.first_name,game.pitching.win.hold,game.pitching.win.id,game.pitching.win.jersey_number,game.pitching.win.last_name,game.pitching.win.loss,game.pitching.win.position,game.pitching.win.preferred_name,game.pitching.win.primary_position,game.pitching.win.save,game.pitching.win.status,game.pitching.win.win,game.scheduled,game.status,game.venue.address,game.venue.capacity,game.venue.city,game.venue.country,game.venue.field_orientation,game.venue.id,game.venue.location.lat,game.venue.location.lng,game.venue.market,game.venue.name,game.venue.stadium_type,game.venue.state,game.venue.surface,game.venue.zip,game.weather.current_conditions.cloud_cover,game.weather.current_conditions.condition,game.weather.current_conditions.dew_point_f,game.weather.current_conditions.humidity,game.weather.current_conditions.obs_time,game.weather.current_conditions.temp_f,game.weather.current_conditions.wind.direction,game.weather.current_conditions.wind.speed_mph,game.weather.forecast.cloud_cover,game.weather.forecast.condition,game.weather.forecast.dew_point_f,game.weather.forecast.humidity,game.weather.forecast.obs_time,game.weather.forecast.temp_f,game.weather.forecast.wind.direction,game.weather.forecast.wind.speed_mph
0,,CIN,,,,,,,,,0,,0,c874a065-c115-4e7d-b0f0-235584fb0e6f,21,Cincinnati,Reds,3.894,Sonny,b004cc6c-f00c-4b5d-917a-ee1abf92179d,54,Gray,4,Sonny,0,0,,,,,,,,,,15,c874a065-c115-4e7d-b0f0-235584fb0e6f,MLB Network,full,N,False,,,,1,OAK,,,,,,,,,0,,0,27a59d3b-ff7c-48ea-b016-4798f560f5e1,21,Oakland,Athletics,3.892,Brett,79551d40-c562-4e2b-8692-9fa7730572b7,30,Anderson,2,Brett,4,0,,,,,,,,,,16,27a59d3b-ff7c-48ea-b016-4798f560f5e1,5967ac03-4f2f-48df-b757-9f87cdc03799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-09T02:07:00+00:00,scheduled,7000 Coliseum Way,46765,Oakland,USA,NE,48cbd35a-d932-4a75-beab-067bfbacfc26,37.7503423,-122.2028058,Oakland,Oakland-Alameda County Coliseum,outdoor,CA,grass,94621,,,,,,,,,3,Partly cloudy,52,65,2019-05-08T11:54:25.000Z,64,WSW,9
1,,LAA,,,,,,,,,0,,0,4f735188-37c8-473d-ae32-1f7e34ccf892,19,Los Angeles,Angels,3.115,Tyler,3cf592e7-2129-4bc3-93d2-cb54b4c621c1,45,Skaggs,2,Tyler,3,0,,,,,,,,,,16,4f735188-37c8-473d-ae32-1f7e34ccf892,FS-DET,full,N,False,,,,1,DET,,,,,,,,,0,,0,575c19b7-4052-41c2-9f0a-1c5813d02f99,17,Detroit,Tigers,3.045,Matthew,c3e45b7f-c631-472c-ac33-5377df84302d,48,Boyd,2,Matthew,3,0,,,,,,,,,,15,575c19b7-4052-41c2-9f0a-1c5813d02f99,60b81221-4adb-48f3-97be-9ef1d78856b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-08T23:10:00+00:00,scheduled,2100 Woodward Avenue,41297,Detroit,USA,SE,ef9a5eef-06c6-4963-ac70-7fd02c8c8d42,42.3391886,-83.04947829999999,Detroit,Comerica Park,outdoor,MI,grass,48226,,,,,,,,,83,Overcast,41,59,2019-05-08T11:54:25.000Z,55,ESE,14
2,30333.0,WSH,,,,,,,,,1,"[{'hitter_id': 'de342f88-03b5-4dcf-9107-9e5527cd4bde', 'pitcher_id': '1ae40975-8948-422d-b0e7-81092ee9f55a', 'inning': 6, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'oSF', 'id': 'cf5c1a07-94c8-464b-a975-42ac471f1aa9', 'runners': [{'starting_base': 3, 'first_name': 'Jake', 'last_name': 'Noll', 'preferred_name': 'Jake', 'jersey_number': '18', 'id': '154806a9-e9fe-45be-8c1b-122887b2b2e9'}]}, {'hitter_id': 'a4287a90-bdf2-4a98-a4b3-053c2a4a9863', 'pitcher_id': '6831c0f6-2b3c-4523-9bc0-8b800bc20497', 'inning': 7, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': 'c157cf89-9d5c-44a1-9554-d0f51ff02f3a', 'runners': [{'starting_base': 2, 'first_name': 'James', 'last_name': 'Dozier', 'preferred_name': 'Brian', 'jersey_number': '9', 'id': '29a80d91-946d-4701-af7d-034850bdef00'}]}, {'hitter_id': '1da8f60d-0741-4b61-811c-1acca32b4393', 'pitcher_id': '6831c0f6-2b3c-4523-9bc0-8b800bc20497', 'inning': 7, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'oSF', 'id': 'b95a680b-786d-4676-9f6f-e03022f042e2', 'runners': [{'starting_base': 3, 'first_name': 'Wilmer', 'last_name': 'Difo', 'preferred_name': 'Wilmer', 'jersey_number': '1', 'id': 'a4287a90-bdf2-4a98-a4b3-053c2a4a9863'}]}]",8,d89bed32-3aee-4407-99e3-4103641b999a,21,Washington,Nationals,5.333,Jeremy,09bb7528-d8a1-4d91-b28e-53a35ce3f678,58,Hellickson,0,Jeremy,2,3,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 1, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 2, 'hits': 3, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 0, 'hits': 1, 'errors': 1, 'type': 'inning'}]",5.333,Jeremy,09bb7528-d8a1-4d91-b28e-53a35ce3f678,58,Hellickson,0.0,Jeremy,2.0,14,d89bed32-3aee-4407-99e3-4103641b999a,MLB Network,full,D,False,3:24,9.0,T,1,MIL,,,,,,,,,1,"[{'hitter_id': '42cb5171-ffa3-4600-9c41-dbc3805206ea', 'pitcher_id': '09bb7528-d8a1-4d91-b28e-53a35ce3f678', 'inning': 1, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': 'bef7f811-4ddc-4827-a8e2-f463e4b43ef1', 'runners': [{'starting_base': 0, 'first_name': 'Christian', 'last_name': 'Yelich', 'preferred_name': 'Christian', 'jersey_number': '22', 'id': '42cb5171-ffa3-4600-9c41-dbc3805206ea'}]}, {'hitter_id': '9c2336db-77ad-408a-91be-a2bd4694a107', 'pitcher_id': '09bb7528-d8a1-4d91-b28e-53a35ce3f678', 'inning': 1, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aD', 'id': '9bf085bd-aab1-40a2-a8f2-ea7a2f566626', 'runners': [{'starting_base': 2, 'first_name': 'Michael', 'last_name': 'Moustakas', 'preferred_name': 'Mike', 'jersey_number': '11', 'id': '3c23b78d-dd1d-451e-8754-31978e3da7c2'}]}, {'hitter_id': '0e0faed9-3d08-418c-b4dc-f2e993483a36', 'pitcher_id': '09bb7528-d8a1-4d91-b28e-53a35ce3f678', 'inning': 1, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aSAD2', 'id': '4559ddda-dc79-4607-8800-d7d5ae9c174b', 'runners': [{'starting_base': 2, 'first_name': 'Eric', 'last_name': 'Thames', 'preferred_name': 'Eric', 'jersey_number': '7', 'id': '9c2336db-77ad-408a-91be-a2bd4694a107'}, {'starting_base': 3, 'first_name': 'Ryan', 'last_name': 'Braun', 'preferred_name': 'Ryan', 'jersey_number': '8', 'id': 'a948037a-2d30-41a6-bcbf-5aeb72bb0347'}]}, {'hitter_id': '3c23b78d-dd1d-451e-8754-31978e3da7c2', 'pitcher_id': '09bb7528-d8a1-4d91-b28e-53a35ce3f678', 'inning': 2, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': 'bbff44d1-23a9-4301-a807-1669fdc03330', 'runners': [{'starting_base': 0, 'first_name': 'Michael', 'last_name': 'Moustakas', 'preferred_name': 'Mike', 'jersey_number': '11', 'id': '3c23b78d-dd1d-451e-8754-31978e3da7c2'}, {'starting_base': 1, 'first_name': 'Christian', 'last_name': 'Yelich', 'preferred_name': 'Christian', 'jersey_number': '22', 'id': '42cb5171-ffa3-4600-9c41-dbc3805206ea'}]}, {'hitter_id': '7dc35a11-dd9d-4906-b402-65f9116833b7', 'pitcher_id': 'f21048f2-ce7e-4e70-a58d-e43da67b0a1d', 'inning': 5, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': 'c9c3ebb7-0ed8-4d47-8e95-1c91cdfd444f', 'runners': [{'starting_base': 0, 'first_name': 'Manuel', 'last_name': 'Piña', 'preferred_name': 'Manny', 'jersey_number': '9', 'id': '7dc35a11-dd9d-4906-b402-65f9116833b7'}]}]",11,dcfd5266-00ce-442c-bc09-264cd20cf455,16,Milwaukee,Brewers,4.706,Brandon,1ae40975-8948-422d-b0e7-81092ee9f55a,53,Woodruff,1,Brandon,4,7,"[{'number': 1, 'sequence': 1, 'runs': 4, 'hits': 3, 'errors': 1, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 2, 'hits': 3, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 1, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",4.706,Brandon,1ae40975-8948-422d-b0e7-81092ee9f55a,53,Woodruff,1.0,Brandon,4.0,22,dcfd5266-00ce-442c-bc09-264cd20cf455,e5b8640c-661b-4c12-9942-c8d4a37dd1ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Jeremy,0.0,09bb7528-d8a1-4d91-b28e-53a35ce3f678,58,Hellickson,1.0,P,Jeremy,SP,0.0,A,2.0,0.0,Josh,1.0,0962aa65-8c44-4325-9e07-ab9ff6181136,71,Hader,2.0,P,Josh,RP,10.0,A,0.0,0.0,Brandon,0.0,1ae40975-8948-422d-b0e7-81092ee9f55a,53,Woodruff,1.0,P,Brandon,SP,0.0,A,5.0,2019-05-08T17:10:00+00:00,closed,One Brewers Way,41900,Milwaukee,USA,SE,3d13c8a7-283f-482b-ade1-441e25b6465d,43.02873899999999,-87.9713034,Milwaukee,Miller Park,retractable,WI,grass,53214,100.0,Overcast,32.0,61.0,2019-05-08T20:17:19.000Z,45.0,E,14.0,100,Light Rain,26,49,2019-05-08T18:10:58.000Z,45,E,13
3,8663.0,ARI,,,,,,,,,1,"[{'hitter_id': '41b87c77-fe20-4217-aed1-8c2cda8794c1', 'pitcher_id': 'ff772241-8fdd-488c-a81e-49b44ce600fc', 'inning': 1, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'oFC', 'id': 'f72d53e5-72ae-41a9-a40e-72ff1a5dc7d3', 'runners': [{'starting_base': 3, 'first_name': 'Jarrod', 'last_name': 'Dyson', 'preferred_name': 'Jarrod', 'jersey_number': '1', 'id': 'd36e1643-ef4d-48d6-b898-d8654bc7f9e1'}]}, {'hitter_id': '04b68b54-6217-4436-b3e8-bed6d3bd4942', 'pitcher_id': 'ff772241-8fdd-488c-a81e-49b44ce600fc', 'inning': 3, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': '42a3905c-46f1-4b37-8b71-228f9eb86df0', 'runners': [{'starting_base': 2, 'first_name': 'Jarrod', 'last_name': 'Dyson', 'preferred_name': 'Jarrod', 'jersey_number': '1', 'id': 'd36e1643-ef4d-48d6-b898-d8654bc7f9e1'}]}, {'hitter_id': '45bca5ce-4514-4a91-9410-e201c7b0052d', 'pitcher_id': 'abb9970c-66f3-4d81-b7f6-558f5e6706ec', 'inning': 13, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': 'a06ab489-83bd-40bf-9db0-4b8044705a05', 'runners': [{'starting_base': 3, 'first_name': 'Eduardo', 'last_name': 'Escobar', 'preferred_name': 'Eduardo', 'jersey_number': '5', 'id': '178af28f-f5bb-49e1-9770-71d6e39edb63'}]}]",9,25507be1-6a68-4267-bd82-e097d94b359b,16,Arizona,Diamondbacks,3.789,Robert,9deda06b-1928-4c58-acf0-717538f576f4,38,Ray,1,Robbie,2,3,"[{'number': 1, 'sequence': 1, 'runs': 1, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 1, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 10, 'sequence': 10, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 11, 'sequence': 11, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 12, 'sequence': 12, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 13, 'sequence': 13, 'runs': 1, 'hits': 2, 'errors': 0, 'type': 'inning'}]",3.789,Robert,9deda06b-1928-4c58-acf0-717538f576f4,38,Ray,1.0,Robbie,2.0,20,25507be1-6a68-4267-bd82-e097d94b359b,SUN,full,D,False,4:39,13.0,B,1,TB,,,,,,,,,0,"[{'hitter_id': 'e35b79b1-cee1-4d50-8bc8-5229775f0f7a', 'pitcher_id': '638eaaf5-c41a-4d42-8350-669791d9ea2b', 'inning': 8, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'oFC', 'id': '9777be41-1c19-47d5-973a-ad82927b42cb', 'runners': [{'starting_base': 2, 'first_name': 'Yandy', 'last_name': 'Díaz', 'preferred_name': 'Yandy', 'jersey_number': '2', 'id': 'c91b7458-14bf-4a62-b147-c47ad2f19396'}]}, {'hitter_id': '908cf3f8-d7a4-4346-b39e-1f4f66a21864', 'pitcher_id': '03619d8e-cda0-42ba-958e-a4a3c9382aa0', 'inning': 9, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': '4165f671-f590-43f8-8c04-3ccfa30671cd', 'runners': [{'starting_base': 2, 'first_name': 'Yandy', 'last_name': 'Díaz', 'preferred_name': 'Yandy', 'jersey_number': '2', 'id': 'c91b7458-14bf-4a62-b147-c47ad2f19396'}]}]",8,bdc11650-6f74-49c4-875e-778aeb7632d9,12,Tampa Bay,Rays,2.517,Charles,ff772241-8fdd-488c-a81e-49b44ce600fc,50,Morton,0,Charlie,3,2,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 1, 'hits': 1, 'errors': 1, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 1, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 10, 'sequence': 10, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 11, 'sequence': 11, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 12, 'sequence': 12, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 13, 'sequence': 13, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}]",2.517,Charles,ff772241-8fdd-488c-a81e-49b44ce600fc,50,Morton,0.0,Charlie,3.0,23,bdc11650-6f74-49c4-875e-778aeb7632d9,0ee99a7f-ec91-42e1-bbdd-f64bbd4d8003,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'preferred_name': 'Greg', 'first_name': 'Gregory', 'last_name': 'Holland', 'jersey_number': '56', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': '03619d8e-cda0-42ba-958e-a4a3c9382aa0', 'win': 1, 'loss': 0, 'save': 8, 'hold': 0, 'blown_save': 1}]","[{'preferred_name': 'Yoan', 'first_name': 'Yoan', 'last_name': 'López', 'jersey_number': '50', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': '638eaaf5-c41a-4d42-8350-669791d9ea2b', 'win': 0, 'loss': 0, 'save': 0, 'hold': 6, 'blown_save': 1}, {'preferred_name': 'Yoshihisa', 'first_name': 'Yoshihisa', 'last_name': 'Hirano', 'jersey_number': '66', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': 'b188a529-6e4e-4802-b967-6e3bfbb53018', 'win': 1, 'loss': 1, 'save': 1, 'hold': 3, 'blown_save': 1}, {'preferred_name': 'T.J.', 'first_name': 'Timothy', 'last_name': 'McFarland', 'jersey_number': '30', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': 'c680f678-0ca6-475f-abfd-bb8766aca82b', 'win': 0, 'loss': 0, 'save': 0, 'hold': 3, 'blown_save': 0}, {'preferred_name': 'Andrew', 'first_name': 'Andrew', 'last_name': 'Chafin', 'jersey_number': '40', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': 'c7cc1802-2a2a-4cce-b028-fc69a82d08ae', 'win': 0, 'loss': 1, 'save': 0, 'hold': 6, 'blown_save': 0}]",0.0,Adam,8.0,bf1ec084-7d7b-4ef3-804b-722a53dbec4f,56,Kolarek,1.0,P,Adam,RP,0.0,A,2.0,0.0,Zachary,0.0,4dabf1e0-871d-40ac-b522-4fd93af6b54d,52,Godley,2.0,P,Zack,RP,1.0,A,1.0,1.0,Archie,4.0,4a745f36-bec0-47d9-bdf6-6bac2ea84aeb,25,Bradley,3.0,P,Archie,RP,0.0,A,2.0,2019-05-08T17:10:00+00:00,closed,One Tropicana Drive,42735,St. Petersburg,USA,NE,3aaaf4af-0f8c-49c1-8bf1-1780bb5a5f5c,27.768188,-82.653408,Tampa Bay,Tropicana Field,indoor,FL,turf,33705,0.0,Sunny,70.0,57.0,2019-05-08T21:42:20.000Z,87.0,ENE,13.0,0,Sunny,71,61,2019-05-08T20:16:13.000Z,86,ENE,9
