,game.attendance,game.away.abbr,game.away.current_pitcher.era,game.away.current_pitcher.first_name,game.away.current_pitcher.id,game.away.current_pitcher.jersey_number,game.away.current_pitcher.last_name,game.away.current_pitcher.loss,game.away.current_pitcher.preferred_name,game.away.current_pitcher.win,game.away.errors,game.away.events,game.away.hits,game.away.id,game.away.loss,game.away.market,game.away.name,game.away.probable_pitcher.era,game.away.probable_pitcher.first_name,game.away.probable_pitcher.id,game.away.probable_pitcher.jersey_number,game.away.probable_pitcher.last_name,game.away.probable_pitcher.loss,game.away.probable_pitcher.preferred_name,game.away.probable_pitcher.win,game.away.runs,game.away.scoring,game.away.starting_pitcher.era,game.away.starting_pitcher.first_name,game.away.starting_pitcher.id,game.away.starting_pitcher.jersey_number,game.away.starting_pitcher.last_name,game.away.starting_pitcher.loss,game.away.starting_pitcher.preferred_name,game.away.starting_pitcher.win,game.away.win,game.away_team,game.broadcast.network,game.coverage,game.day_night,game.double_header,game.duration,game.final.inning,game.final.inning_half,game.game_number,game.home.abbr,game.home.current_pitcher.era,game.home.current_pitcher.first_name,game.home.current_pitcher.id,game.home.current_pitcher.jersey_number,game.home.current_pitcher.last_name,game.home.current_pitcher.loss,game.home.current_pitcher.preferred_name,game.home.current_pitcher.win,game.home.errors,game.home.events,game.home.hits,game.home.id,game.home.loss,game.home.market,game.home.name,game.home.probable_pitcher.era,game.home.probable_pitcher.first_name,game.home.probable_pitcher.id,game.home.probable_pitcher.jersey_number,game.home.probable_pitcher.last_name,game.home.probable_pitcher.loss,game.home.probable_pitcher.preferred_name,game.home.probable_pitcher.win,game.home.runs,game.home.scoring,game.home.starting_pitcher.era,game.home.starting_pitcher.first_name,game.home.starting_pitcher.id,game.home.starting_pitcher.jersey_number,game.home.starting_pitcher.last_name,game.home.starting_pitcher.loss,game.home.starting_pitcher.preferred_name,game.home.starting_pitcher.win,game.home.win,game.home_team,game.id,game.outcome.count.balls,game.outcome.count.half_over,game.outcome.count.inning,game.outcome.count.inning_half,game.outcome.count.outs,game.outcome.count.strikes,game.outcome.current_inning,game.outcome.current_inning_half,game.outcome.hitter.ab_over,game.outcome.hitter.first_name,game.outcome.hitter.id,game.outcome.hitter.jersey_number,game.outcome.hitter.last_name,game.outcome.hitter.outcome_id,game.outcome.hitter.preferred_name,game.outcome.pitcher.first_name,game.outcome.pitcher.id,game.outcome.pitcher.jersey_number,game.outcome.pitcher.last_name,game.outcome.pitcher.pitch_speed,game.outcome.pitcher.pitch_type,game.outcome.pitcher.pitch_x,game.outcome.pitcher.pitch_y,game.outcome.pitcher.pitch_zone,game.outcome.pitcher.preferred_name,game.outcome.runners,game.outcome.type,game.pitching.hold,game.pitching.loss.blown_save,game.pitching.loss.first_name,game.pitching.loss.hold,game.pitching.loss.id,game.pitching.loss.jersey_number,game.pitching.loss.last_name,game.pitching.loss.loss,game.pitching.loss.position,game.pitching.loss.preferred_name,game.pitching.loss.primary_position,game.pitching.loss.save,game.pitching.loss.status,game.pitching.loss.win,game.pitching.save.blown_save,game.pitching.save.first_name,game.pitching.save.hold,game.pitching.save.id,game.pitching.save.jersey_number,game.pitching.save.last_name,game.pitching.save.loss,game.pitching.save.position,game.pitching.save.preferred_name,game.pitching.save.primary_position,game.pitching.save.save,game.pitching.save.status,game.pitching.save.win,game.pitching.win.blown_save,game.pitching.win.first_name,game.pitching.win.hold,game.pitching.win.id,game.pitching.win.jersey_number,game.pitching.win.last_name,game.pitching.win.loss,game.pitching.win.position,game.pitching.win.preferred_name,game.pitching.win.primary_position,game.pitching.win.save,game.pitching.win.status,game.pitching.win.win,game.rescheduled,game.scheduled,game.status,game.venue.address,game.venue.capacity,game.venue.city,game.venue.country,game.venue.field_orientation,game.venue.id,game.venue.location.lat,game.venue.location.lng,game.venue.market,game.venue.name,game.venue.stadium_type,game.venue.state,game.venue.surface,game.venue.zip,game.weather.current_conditions.cloud_cover,game.weather.current_conditions.condition,game.weather.current_conditions.dew_point_f,game.weather.current_conditions.humidity,game.weather.current_conditions.obs_time,game.weather.current_conditions.temp_f,game.weather.current_conditions.wind.direction,game.weather.current_conditions.wind.speed_mph,game.weather.forecast.cloud_cover,game.weather.forecast.condition,game.weather.forecast.dew_point_f,game.weather.forecast.humidity,game.weather.forecast.obs_time,game.weather.forecast.temp_f,game.weather.forecast.wind.direction,game.weather.forecast.wind.speed_mph
0,,HOU,,,,,,,,,0,,0,eb21dadd-8f10-4095-8bf3-dfb3b779f107,12,Houston,Astros,4.781,Collin,72e92087-7bd4-4266-aac9-4df87bd84722,31,McHugh,2.0,Collin,3.0,0,,,,,,,,,,18,eb21dadd-8f10-4095-8bf3-dfb3b779f107,ESPN,full,N,False,,,,1,MIN,,,,,,,,,0,,0,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,10,Minnesota,Twins,4.443,Martín,9012e198-9f53-4885-8b24-402e51524e82,33,Pérez,0,Martín,3,0,,,,,,,,,,17,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,4b6756df-584d-4026-8ea9-264a2e2fdd80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-02T00:10:00+00:00,scheduled,353 N 5th Street,38649,Minneapolis,USA,E,302f8dcd-eed6-4b83-8609-81548d51e955,44.98142199999999,-93.27847,Minnesota,Target Field,outdoor,MN,grass,55403,,,,,,,,,100,Patchy rain possible,44,81,2019-05-01T11:54:24.000Z,49,NE,6
1,,STL,,,,,,,,,0,,0,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,10,St. Louis,Cardinals,5.294,Miles,262b24b7-ce98-4885-8715-2732a61db10d,39,Mikolas,2.0,Miles,2.0,0,,,,,,,,,,19,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MASN,full,N,False,,,,1,WSH,,,,,,,,,0,,0,d89bed32-3aee-4407-99e3-4103641b999a,16,Washington,Nationals,4.119,Maxwell,2527770b-cf48-42b9-81fa-9323756fb311,31,Scherzer,3,Max,1,0,,,,,,,,,,12,d89bed32-3aee-4407-99e3-4103641b999a,5791d2f9-a761-44c1-9af6-0ec8c7cc86a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01T23:05:00+00:00,scheduled,1500 South Capitol Street SE,41313,Washington,USA,N,bb062fb1-e268-412e-b3d2-2ddb6acc1822,38.8730933,-77.0075727,Washington,Nationals Park,outdoor,DC,grass,20003,,,,,,,,,82,Light rain shower,64,82,2019-05-01T11:54:25.000Z,70,ESE,4
2,,COL,,,,,,,,,0,,0,29dd9a87-5bcc-4774-80c3-7f50d985068b,17,Colorado,Rockies,3.927,Antonio,1899170d-0079-4a00-8d65-0f9668e48d8a,49,Senzatela,1.0,Antonio,2.0,0,,,,,,,,,,13,29dd9a87-5bcc-4774-80c3-7f50d985068b,FS-WI,full,N,False,,,,1,MIL,,,,,,,,,0,,0,dcfd5266-00ce-442c-bc09-264cd20cf455,14,Milwaukee,Brewers,3.203,Robert,4bdcd59e-2cd5-4d1e-8058-588a72a1f8ae,57,Anderson,0,Chase,2,0,,,,,,,,,,17,dcfd5266-00ce-442c-bc09-264cd20cf455,d76840fa-3197-4197-acf7-122ed1fa5cda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01T23:40:00+00:00,scheduled,One Brewers Way,41900,Milwaukee,USA,SE,3d13c8a7-283f-482b-ade1-441e25b6465d,43.02873899999999,-87.9713034,Milwaukee,Miller Park,retractable,WI,grass,53214,,,,,,,,,82,Light drizzle,38,89,2019-05-01T11:54:28.000Z,41,NNE,7
3,,BAL,5.885,David,2c5eadce-5353-4a41-8ca3-2cc7b2103862,41,Hess,4.0,David,1.0,3,,2,75729d34-bca7-4a0f-b3df-6f26c6ad3719,20,Baltimore,Orioles,5.885,David,2c5eadce-5353-4a41-8ca3-2cc7b2103862,41,Hess,4.0,David,1.0,0,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}]",5.885,David,2c5eadce-5353-4a41-8ca3-2cc7b2103862,41,Hess,4.0,David,1.0,10,75729d34-bca7-4a0f-b3df-6f26c6ad3719,NBCS-CHI,full,D,True,,,,1,CWS,4.935,Carlos,b5fe445d-6ac4-4542-a73c-69afced32a97,55,Rodón,2.0,Carlos,3.0,0,"[{'hitter_id': 'b59c6ed2-061e-4c9b-b624-2d1aee74853c', 'pitcher_id': '2c5eadce-5353-4a41-8ca3-2cc7b2103862', 'inning': 1, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aD', 'id': '3f081def-be17-4fb2-b731-add234225789', 'runners': [{'starting_base': 2, 'first_name': 'Leury', 'last_name': 'García', 'preferred_name': 'Leury', 'jersey_number': '28', 'id': 'd1557689-fc42-402f-840b-b6033153fdda'}]}, {'hitter_id': 'b59c6ed2-061e-4c9b-b624-2d1aee74853c', 'pitcher_id': '2c5eadce-5353-4a41-8ca3-2cc7b2103862', 'inning': 3, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aS', 'id': 'ff523625-e56e-4ec5-8b1a-5904a5253261', 'runners': [{'starting_base': 2, 'first_name': 'Leury', 'last_name': 'García', 'preferred_name': 'Leury', 'jersey_number': '28', 'id': 'd1557689-fc42-402f-840b-b6033153fdda'}]}, {'hitter_id': '7028cc9b-6160-426a-b988-f5b69f81a62f', 'pitcher_id': '2c5eadce-5353-4a41-8ca3-2cc7b2103862', 'inning': 3, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aROE', 'id': '71cdd4d7-63ce-4498-ac3d-87ed05baa8e5', 'runners': [{'starting_base': 3, 'first_name': 'Yoán', 'last_name': 'Moncada', 'preferred_name': 'Yoán', 'jersey_number': '10', 'id': 'c600f34b-b32e-4369-9f9b-e4b0fef2c8c4'}]}]",3,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,14,Chicago,White Sox,4.935,Carlos,b5fe445d-6ac4-4542-a73c-69afced32a97,55,Rodón,2,Carlos,3,3,"[{'number': 1, 'sequence': 1, 'runs': 1, 'hits': 1, 'errors': 1, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 2, 'hits': 1, 'errors': 2, 'type': 'inning'}]",4.935,Carlos,b5fe445d-6ac4-4542-a73c-69afced32a97,55,Rodón,2.0,Carlos,3.0,12,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,24c39595-59bf-49b6-87b2-80df97fa8fd2,0.0,False,3.0,B,0.0,2.0,3.0,B,True,Yonder,7028cc9b-6160-426a-b988-f5b69f81a62f,17,Alonso,aROE,Yonder,David,2c5eadce-5353-4a41-8ca3-2cc7b2103862,41,Hess,93.0,FA,-117.0,26.0,13.0,David,"[{'preferred_name': 'Yonder', 'first_name': 'Yonder', 'last_name': 'Alonso', 'jersey_number': '17', 'id': '7028cc9b-6160-426a-b988-f5b69f81a62f', 'outcome_id': 'AD1', 'starting_base': 0, 'ending_base': 1, 'out': False}, {'preferred_name': 'José', 'first_name': 'José', 'last_name': 'Abreu', 'jersey_number': '79', 'id': 'b59c6ed2-061e-4c9b-b624-2d1aee74853c', 'outcome_id': 'AD2', 'starting_base': 1, 'ending_base': 2, 'out': False, 'description': 'José Abreu to second.'}, {'preferred_name': 'Yoán', 'first_name': 'Yoán', 'last_name': 'Moncada', 'jersey_number': '10', 'id': 'c600f34b-b32e-4369-9f9b-e4b0fef2c8c4', 'outcome_id': 'ERN', 'starting_base': 3, 'ending_base': 4, 'out': False, 'description': 'Yoán Moncada scores.'}]",pitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01T20:10:00+00:00,inprogress,333 West 35th Street,40615,Chicago,USA,SE,4a550fc1-c03d-4294-b63a-30ff197bedc4,41.8300662,-87.63483300000001,Chicago,Guaranteed Rate Field,outdoor,IL,grass,60616,100.0,Overcast,53.0,81.0,2019-05-01T21:00:22.000Z,59.0,W,9.0,100,Overcast,53,81,2019-05-01T20:33:25.000Z,59,W,9
4,,SD,,,,,,,,,0,,0,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,13,San Diego,Padres,,Cal,e8abdf47-b38a-44e6-8c6e-4b0bfbd482b0,40,Quantrill,,Cal,,0,,,,,,,,,,17,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,FS-SE,full,N,False,,,,1,ATL,,,,,,,,,0,,0,12079497-e414-450a-8bf2-29f91de646bf,15,Atlanta,Braves,2.298,Max,1e6d6727-0aec-48da-b880-d38a8178c5db,54,Fried,1,Max,3,0,,,,,,,,,,14,12079497-e414-450a-8bf2-29f91de646bf,5d148a3c-abaa-4341-b656-b2dadff73363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01T23:20:00+00:00,scheduled,755 Battery Avenue,41149,Atlanta,USA,S,3ca8b577-5844-42ed-81a5-bd5d5cbe350c,33.8877057,-84.4710917,Atlanta,SunTrust Park,outdoor,GA,grass,30339,,,,,,,,,37,Partly cloudy,58,41,2019-05-01T11:54:25.000Z,84,S,6
5,,TB,,,,,,,,,0,"[{'hitter_id': '81af51ef-1387-495a-bef2-57f219415370', 'pitcher_id': '919d18a0-cd70-43c9-81f2-b96bf9e66a17', 'inning': 2, 'inning_half': 'T', 'type': 'pitch', 'hitter_outcome': 'aD', 'id': '1e2df99a-19cf-4995-ba53-c5207b6c4c55', 'runners': [{'starting_base': 1, 'first_name': 'Kevin', 'last_name': 'Kiermaier', 'preferred_name': 'Kevin', 'jersey_number': '39', 'id': '908cf3f8-d7a4-4346-b39e-1f4f66a21864'}, {'starting_base': 2, 'first_name': 'Avisaíl', 'last_name': 'García', 'preferred_name': 'Avisaíl', 'jersey_number': '24', 'id': 'abbda8e1-2274-4bf0-931c-691cf8bf24c6'}]}]",8,bdc11650-6f74-49c4-875e-778aeb7632d9,9,Tampa Bay,Rays,1.2,Ryne,ef2a7fa6-94d5-4875-b205-c5f2bd30758a,55,Stanek,0.0,Ryne,0.0,2,"[{'number': 1, 'sequence': 1, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 2, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 2, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 0, 'hits': 1, 'errors': 1, 'type': 'inning'}]",1.2,Ryne,ef2a7fa6-94d5-4875-b205-c5f2bd30758a,55,Stanek,0.0,Ryne,0.0,19,bdc11650-6f74-49c4-875e-778aeb7632d9,FS-KC,full,D,True,2:37,9.0,T,1,KC,,,,,,,,,1,"[{'hitter_id': 'dd1d9fc7-25af-4f36-a30f-3525a2ba4e50', 'pitcher_id': 'ef2a7fa6-94d5-4875-b205-c5f2bd30758a', 'inning': 1, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'aHR', 'id': '47746c0a-b712-475d-8e2f-796c9f7b9e1b', 'runners': [{'starting_base': 0, 'first_name': 'Raúl', 'last_name': 'Mondesi', 'preferred_name': 'Adalberto', 'jersey_number': '27', 'id': 'dd1d9fc7-25af-4f36-a30f-3525a2ba4e50'}, {'starting_base': 3, 'first_name': 'Whitley', 'last_name': 'Merrifield', 'preferred_name': 'Whit', 'jersey_number': '15', 'id': '92500d32-2314-4c7c-91c5-110f95229f9a'}]}, {'hitter_id': '35c9311e-df13-4a6f-afb1-d8732398cd50', 'pitcher_id': 'ef2a7fa6-94d5-4875-b205-c5f2bd30758a', 'inning': 1, 'inning_half': 'B', 'type': 'pitch', 'hitter_outcome': 'oGO', 'id': 'db273296-7e9f-4f76-a334-6ce35f2c403d', 'runners': [{'starting_base': 3, 'first_name': 'Alex', 'last_name': 'Gordon', 'preferred_name': 'Alex', 'jersey_number': '4', 'id': '1018c599-6053-4ed9-8952-b0e9a1519677'}]}]",4,833a51a9-0d84-410f-bd77-da08c3e5e26e,20,Kansas City,Royals,5.567,Jakob,919d18a0-cd70-43c9-81f2-b96bf9e66a17,65,Junis,2,Jakob,2,3,"[{'number': 1, 'sequence': 1, 'runs': 3, 'hits': 3, 'errors': 0, 'type': 'inning'}, {'number': 2, 'sequence': 2, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 3, 'sequence': 3, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 4, 'sequence': 4, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 5, 'sequence': 5, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 6, 'sequence': 6, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 7, 'sequence': 7, 'runs': 0, 'hits': 1, 'errors': 0, 'type': 'inning'}, {'number': 8, 'sequence': 8, 'runs': 0, 'hits': 0, 'errors': 0, 'type': 'inning'}, {'number': 9, 'sequence': 9, 'runs': 'X', 'hits': 'X', 'errors': 'X', 'type': 'inning'}]",5.567,Jakob,919d18a0-cd70-43c9-81f2-b96bf9e66a17,65,Junis,2.0,Jakob,2.0,9,833a51a9-0d84-410f-bd77-da08c3e5e26e,36287551-b7be-47a1-aa33-7b765b97b3e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'preferred_name': 'Jake', 'first_name': 'Jacob', 'last_name': 'Diekman', 'jersey_number': '40', 'status': 'A', 'position': 'P', 'primary_position': 'RP', 'id': 'b469052e-5b3b-42fa-bfe5-bdd91c6ccee5', 'win': 0, 'loss': 1, 'save': 0, 'hold': 3, 'blown_save': 1}]",0.0,Ryne,2.0,ef2a7fa6-94d5-4875-b205-c5f2bd30758a,55,Stanek,1.0,P,Ryne,RP,0.0,A,0.0,1.0,Ian,1.0,d9ed48ab-6740-411c-84b2-be4cc75b83c5,31,Kennedy,0.0,P,Ian,RP,2.0,A,0.0,0.0,Jakob,0.0,919d18a0-cd70-43c9-81f2-b96bf9e66a17,65,Junis,2.0,P,Jakob,SP,0.0,A,3.0,,2019-05-01T17:15:00+00:00,closed,One Royal Way,37903,Kansas City,USA,NE,6fca95c9-7f2c-4acb-a9f3-02ef96340d2a,39.051465,-94.48028889999999,Kansas City,Kauffman Stadium,outdoor,MO,grass,64129,100.0,Overcast,57.0,84.0,2019-05-01T19:42:39.000Z,62.0,NW,4.0,100,Haze,56,81,2019-05-01T19:00:34.000Z,63,N,0
