,away,home,month,day,predicted.runs,bookie,outcome,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity,game.result,bet.result
3,SD,ARI,4,13,9.110369789942231,9.0,9,2.0,5.0,UNDER,3.0,PUSH,0
10,DET,MIN,4,13,9.668856097345433,8.0,7,5.0,2.0,OVER,3.0,UNDER,-100
0,HOU,SEA,4,13,8.939443929181156,8.5,4,1.0,3.0,UNDER,2.0,UNDER,100
14,COL,SF,4,13,9.435517904055393,7.0,7,3.0,1.0,OVER,2.0,PUSH,0
2,PIT,WSH,4,13,9.472107033927811,9.0,5,4.0,5.0,UNDER,1.0,UNDER,100
5,LAA,CHC,4,13,10.217720230658433,9.0,11,6.0,5.0,OVER,1.0,OVER,100
12,BAL,BOS,4,13,10.636032454787447,11.0,14,7.0,7.0,OVER,0.0,OVER,100
