,away,home,month,day,predicted.runs,bookie,outcome,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity,game.result,bet.result
4,MIA,CIN,4,11,10.512077805499976,8.5,5,3.0,1.0,OVER,2.0,UNDER,-100
0,PIT,CHC,4,11,9.613707954762628,9.0,2,1.0,2.0,UNDER,1.0,UNDER,100
7,SEA,KC,4,11,10.24914235234475,10.0,13,2.0,3.0,UNDER,1.0,OVER,-100
