,away,home,month,day,predicted.runs,bookie,outcome,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity,game.result,bet.result
9,CLE,DET,4,10,9.329598905276715,7.0,5,5.0,1.5,OVER,3.5,UNDER,-100
1,NYY,HOU,4,10,8.960858791602057,8.0,14,2.0,4.5,UNDER,2.5,OVER,-100
0,MIL,LAA,4,10,9.623015569262348,8.0,6,6.0,4.5,OVER,1.5,UNDER,-100
6,TEX,ARI,4,10,9.188746971835643,8.0,7,3.0,4.5,UNDER,1.5,UNDER,100
10,SD,SF,4,10,9.24770584635872,8.0,4,4.0,4.5,UNDER,0.5,UNDER,100
11,MIN,NYM,4,10,8.924938766362054,7.0,15,1.0,1.5,UNDER,0.5,OVER,-100
5,TB,CWS,4,10,9.790792631911843,8.5,10,7.0,7.0,OVER,0.0,OVER,100
